auto_total_points,auto_nontrivial_points,auto_control_min,auto_control_max,auto_altitude_span_m,seed_scaled_residual_norm,python_probe_min,python_probe_max,python_probe_altitude_span_m,python_probe_all_stable,task015_full4d_nontrivial_points,task015_failure_mode,restricted_failure_mode,conditioning_interpretation
2,0,0.6,0.6,0.0,2.7263261247234583e-10,0.1,1.2,55.47295384706376,True,0,1     2   5                NaN           NaN,Stable eigenvalues: 2 | NOTE:Pivot   2 = 0.0000E+000 <= ||A||_max/1.7977E+308 = 9.8055E-300 in GE | NOTE:Pivot   3 = 0.0000E+000 <= ||A||_max/1.7977E+308 = 9.8055E-300 in GE | 1     2   5                NaN           NaN | NOTE:Pivot   1 = 0.0000E+000 <= ||A||_max/1.7977E+308 = 0.0000E+000 in GE | NOTE:Pivot   2 = 0.0000E+000 <= ||A||_max/1.7977E+308 = 0.0000E+000 in GE | NOTE:Pivot   3 = 0.0000E+000 <= ||A||_max/1.7977E+308 = 0.0000E+000 in GE | 1     2   6                NaN           NaN,broader formulation/conditioning problem; not H_a3-specific
