stage_index,smooth_width_m,run,step_index,accepted,z_W0_m,z_W0_km,q_z_W0_scaled,z_m,u_m_s,w_m_s,m_kg,log_m_kg,scaled_x0_z,scaled_x1_u,scaled_x2_w,scaled_x3_log_m,physical_residual_norm,transformed_residual_norm,scaled_residual_norm,max_abs_scaled_residual,critical_real_s_inv,critical_imag_s_inv,stable_eigenvalue_count,branch_jacobian_condition,branch_min_singular_value,branch_max_singular_value,tangent_lambda_z_W0,ds_scaled,corrector_iterations,corrector_reason,delta_z_W_m,eps_dimensionless,smoothed_W_a_m_s,piecewise_W_a_m_s,updraft_difference_m_s,distance_to_z_W0_m,distance_to_ramp_base_m,in_paper_7_10_km_interval,in_9p6_10_km_transition_region
1,300.0,downward,10,True,7001.0830455672185,7.001083045567219,-1.9989169544327812,9618.02482969972,1.9098758515014003,-2.3188705791986887e-22,1.0800236038971836e-09,-20.646282940588755,-2.702561215367728e-05,1.3512806077762436e-05,2.676566573256496e-20,-0.00019052227959212426,2.1849189426006883e-11,2.184918943436309e-11,6.046736027028108e-08,6.042787260255182e-08,-6.956313478683479e-06,0.00017121927186449168,4,1971.7765514215587,0.9544763699829472,1882.0141252183432,-0.9999997932955267,0.05306937619452195,2,converged,300.0,1.0,0.5999382706697372,0.6,-6.172933026282745e-05,2616.941784132501,2916.941784132501,True,False
1,300.0,downward,11,True,6998.583046079695,6.998583046079695,-2.0014169539203044,9618.024852131253,1.9098757393437364,-2.1947869981795537e-25,1.0800253114057017e-09,-20.646281359598152,-2.680129683018501e-05,1.3400648414103337e-05,2.908234152476547e-20,-0.00018894128898862768,1.1470219469680851e-14,1.1493158995829872e-14,7.257885511021902e-08,7.257885510115537e-08,-6.95717656070783e-06,0.0001712192206434446,4,1971.773979604111,0.9544764158218668,1882.0117608633507,-0.9999997967115977,0.0025,2,converged,300.0,1.0,0.5999387828913058,0.6,-6.121710869422259e-05,2619.441806051558,2919.441806051558,False,False
1,300.0,upward,0,True,9000.0,9.0,0.0,9618.027532260936,1.9098623386953224,-2.908453631176365e-21,1.0802293920592036e-09,-20.646092418309163,0.0,0.0,0.0,0.0,0.8249700163563247,0.8249700163563247,82.49700163563247,82.49700163563247,6.18855144668863e-05,0.0001517343967783387,2,1945.3067372652533,0.956488446294275,1860.6634186926276,0.909181201892355,0.0,0,seed,300.0,1.0,0.5555195761163135,0.6,-0.04448042388368645,618.0275322609359,918.0275322609359,True,False
1,300.0,upward,1,True,9088.877814863878,9.088877814863878,0.08887781486387712,9615.497059727817,1.9225147013609147,8.450036320767215e-23,8.950250475657575e-10,-20.834169411938305,-0.02530472533118723,0.01265236266559241,2.992953994384037e-20,-0.18807699362914124,3.212719382540494e-11,3.2127193832752015e-11,6.878327310211566e-08,6.870820251476003e-08,8.157576970700277e-05,0.00015289656967759985,2,2173.472892747277,0.9599969786659306,2086.527410249686,0.8596202448504979,0.16,4,converged,300.0,1.0,0.5413303143282745,0.6,-0.05866968567172548,526.6192448639395,826.6192448639395,True,False
1,300.0,upward,2,True,9249.54557187316,9.24954557187316,0.2495455718731587,9614.015976356532,1.9299201182173447,-1.058939577039093e-25,7.938248401802454e-10,-20.954158283325118,-0.04011555904405159,0.02005777952202231,2.908347737218661e-20,-0.30806586501595395,3.935245161513264e-14,3.9352642853175645e-14,1.2268418720023155e-08,1.226841808888416e-08,0.00012498959757705345,0.00012180558002773707,2,2306.7870908849914,0.9674143230520291,2231.6188719536635,0.7307355204126802,0.2,4,converged,300.0,1.0,0.5062523765799775,0.6,-0.09374762342002252,364.4704044833725,664.4704044833725,True,False
1,300.0,upward,3,True,9395.60671751308,9.395606717513079,0.39560671751307974,9612.13515909046,1.9393242045476997,4.810334399101143e-23,6.733577621327853e-10,-21.1187443344643,-0.05892373170476538,0.02946186585237739,2.956556975167376e-20,-0.4726519161551365,3.6439829372678593e-10,3.6439829372694423e-10,4.981156989090287e-08,3.643982893208886e-08,0.0001706384014060509,4.381161986026485e-05,2,2514.7914386667508,0.9746687683088121,2451.0886740788674,0.5935647476549302,0.22,3,converged,300.0,1.0,0.46106262782784313,0.6,-0.13893737217215685,216.52844157738036,516.5284415773804,True,False
1,300.0,upward,4,True,9514.59452464735,9.514594524647348,0.5145945246473502,9610.214170954801,1.9489291452259985,4.810334399101143e-23,5.599876654299348e-10,-21.303106358459903,-0.07813361306135337,0.03906680653067599,2.956556975167376e-20,-0.657013940150742,1.5405172272493624e-11,1.5405172282678376e-11,5.603865585213064e-08,5.601747724046562e-08,0.00030948183449327164,0.0,2,2786.2647906137054,0.9791528069912387,2728.1789907502657,0.49109859525963995,0.22,3,converged,300.0,1.0,0.4143597712215902,0.6,-0.1856402287784098,95.61964630745206,395.61964630745206,True,False
1,300.0,upward,5,True,9614.44112137766,9.614441121377661,0.6144411213776608,9608.369943474234,1.9581502826288275,-3.252701390389933e-22,4.6069448930702053e-10,-21.498286005623182,-0.09657588786701972,0.0482879439335051,2.5831834921373716e-20,-0.8521935873140192,9.73177882159909e-11,9.731778821602769e-11,1.2895744841049412e-08,9.731770944654272e-09,0.000369999352356737,0.0,2,3120.2071556891187,0.9814205169786675,3062.2353198169526,0.4198427463012901,0.22,3,converged,300.0,1.0,0.3692566249071222,0.5878576441931472,-0.21860101928602504,-6.07117790342636,293.92882209657364,True,True
1,300.0,upward,6,True,9701.050750130982,9.701050750130982,0.7010507501309818,9606.647064255343,1.966764678723288,-1.4987384830272224e-29,3.766505630674164e-10,-21.699703246722567,-0.11380468005593229,0.05690234002796558,2.90845361618898e-20,-1.0536108284134058,1.4066340713542728e-13,1.4066342807903366e-13,7.675948338861965e-09,7.675935450414932e-09,0.00039704273060546665,0.0,2,3519.6491971052214,0.9822071805167116,3457.0247142966273,0.3699248725318422,0.22,7,converged,300.0,1.0,0.32716011234482584,0.411192628248722,-0.08403251590389615,-94.40368587563898,205.59631412436102,True,True
1,300.0,upward,7,True,9778.293968269,9.778293968268999,0.7782939682689989,9605.0574782397,1.9747126088014995,1.1152181658432702e-22,3.067526473340964e-10,-21.904979402108765,-0.12970054021235444,0.06485027010617712,3.019975447760692e-20,-1.258886983799601,3.321076754652962e-10,3.321076754652962e-10,3.321231372678827e-08,3.321076746942708e-08,0.000400323011647498,0.0,2,3991.4015834958054,0.9819348857120804,3919.2964577209705,0.33395726480362825,0.22,3,converged,300.0,1.0,0.28862324598975897,0.2535270199414008,0.03509622604835816,-173.2364900292996,126.7635099707004,True,True
1,300.0,upward,8,True,9848.699414345245,9.848699414345244,0.8486994143452454,9603.599452512177,1.9820027374391154,8.525697756716179e-23,2.4919185237962224e-10,-22.112798024655596,-0.1442807974875902,0.07214039874379294,2.9937106087435267e-20,-1.4667056063464348,2.866791352812676e-10,2.8667913528137863e-10,3.819016397813011e-08,2.8667912488344882e-08,0.00038571387440702046,0.0,2,4545.366690452575,0.9807874983381442,4458.038825358511,0.30725488872221424,0.22,3,converged,300.0,1.0,0.2537798594821585,0.10980007633386413,0.14397978314829435,-245.09996183306794,54.90003816693206,True,True
1,300.0,upward,9,True,9913.965484432814,9.913965484432815,0.9139654844328141,9602.265759426153,1.9886712028692435,2.325062276599901e-28,2.0207547884094317e-10,-22.32237983069154,-0.15761772834783744,0.07880886417392098,2.9084538636825924e-20,-1.6762874123823763,2.4583611957535517e-13,2.458361206221775e-13,2.268818884400012e-09,2.268685693575299e-09,0.00035720729175756777,0.0,2,5194.339073378933,0.9788017633692189,5084.2282445609335,0.286898993402898,0.22,5,converged,300.0,1.0,0.22254954567428475,0.0,0.22254954567428475,-311.69972500666154,-11.699725006661538,True,True
1,300.0,upward,10,True,9975.2718455043,9.975271845504299,0.9752718455043001,9601.04724148914,1.9947637925543085,-1.842099927751e-28,1.6365916601011513e-10,-22.53323510671108,-0.16980290771796916,0.08490145385898606,2.908453446966372e-20,-1.8871426884019142,1.4642212974917937e-13,1.4642539019392092e-13,9.771454231164315e-08,9.771454121459866e-08,0.0003167044356798597,0.0,2,5954.239299070627,0.975916189057961,5810.8385254881505,0.27103316636885433,0.22,6,converged,300.0,1.0,0.19473996094685442,0.0,0.19473996094685442,-374.22460401516037,-74.22460401516037,True,True
1,300.0,upward,11,True,9999.257776823508,9.999257776823509,0.9992577768235082,9600.582760409437,1.9970861979528138,-8.496474296218071e-30,1.5017596182267685e-10,-22.61921343053378,-0.1744477185149894,0.08722385925749139,2.9084536226798905e-20,-1.9731210122246168,3.5827157973344886e-14,3.582898617395932e-14,3.6194171912320895e-08,3.619417173500157e-08,0.0002964903209775328,0.0,2,6299.120145198906,0.9744569514160729,6138.221413294097,0.26557399328930203,0.08941190382879732,4,converged,300.0,1.0,0.18435965576797858,0.0,0.18435965576797858,-398.67501641407034,-98.67501641407034,True,True
1,300.0,upward,12,True,9999.984937160441,9.999984937160441,0.999984937160441,9600.568801038817,1.997155994805916,-1.3592933309078546e-23,1.497806216080216e-10,-22.62184941497559,-0.17458731222118723,0.08729365611059375,2.8948606978672864e-20,-1.975756996666425,1.0681829089804463e-12,1.0681830951139249e-12,6.305952559572486e-08,6.305943512441741e-08,0.00029582851374354764,0.0,2,6310.043655186833,0.974409427069791,6148.566022835972,0.26541459844914655,0.0027388928560108587,2,converged,300.0,1.0,0.18404976485131452,0.0,0.18404976485131452,-399.41613612162473,-99.41613612162473,True,True
1,300.0,upward,13,True,10000.64829212132,10.00064829212132,1.000648292121319,9600.556073013608,1.9972196349319695,-4.9556392574053784e-24,1.4942065547736687e-10,-22.624255596579065,-0.1747145924732898,0.08735729623664701,2.9034979919189595e-20,-1.9781631782699018,8.289636418355291e-13,8.289639158998159e-13,6.740767174205825e-08,6.740762077004263e-08,0.0002952219540722292,0.0,2,6320.028846654317,0.9743658967504883,6158.020574659288,0.26526944135684744,0.0025,2,converged,300.0,1.0,0.18376731735931495,0.0,0.18376731735931495,-400.09221910771157,-100.09221910771157,False,False
1,300.0,anchor,7000,True,7000.0,7.0,-2.0,9618.024839437947,1.9098758028102674,-1.9462962773909386e-30,1.0800243453701418e-09,-20.64628225405496,-2.6928229894774597e-05,1.3464114945039938e-05,2.9084536292300685e-20,-0.00018983574579658358,2.754858770890249e-14,2.754863594798013e-14,5.15542433627173e-09,5.155423600226848e-09,-6.956688263928585e-06,0.00017121924990172246,4,1971.7750080152948,0.9544763833474391,1882.0126784253064,0.9999997947824337,0.0,4,converged,300.0,1.0,0.599938493097537,0.6,-6.150690246298218e-05,2618.024839437947,2918.024839437947,True,False
1,300.0,anchor,7500,True,7500.0,7.5,-1.5,9618.013282369444,1.9099335881527795,1.6844168247283074e-30,1.079144515769528e-09,-20.647097224727375,-0.00014249891492439787,7.124945745707852e-05,2.908453632860782e-20,-0.0010048064182111678,4.414332881443593e-14,4.4167555165791275e-14,1.462686058508325e-07,1.4626860578422103e-07,-6.512067393442602e-06,0.00017124511717621734,4,1972.706251901941,0.9544470254068282,1882.8436141292607,0.9999942539357412,0.0,12,maximum anchor Newton iterations reached,300.0,1.0,0.5996744948169935,0.6,-0.00032550518300644704,2118.013282369444,2418.013282369444,True,False
1,300.0,anchor,8000,True,8000.0,8.0,-1.0,9617.95228936427,1.9102385531786479,-8.118464546108727e-25,1.0745062246578643e-09,-20.6514046067889,-0.0007524289666557711,0.0003762144833254783,2.907641784721754e-20,-0.005312188479738304,5.205032922123251e-14,5.205033003249347e-14,9.189967901523401e-10,9.189820498478649e-10,-4.171467702397526e-06,0.00017136239930201565,4,1977.6183750260411,0.9543021987678911,1887.245563611135,0.9998399210864841,0.0,2,converged,300.0,1.0,0.5982805998212214,0.6,-0.001719400178778585,1617.9522893642697,1917.9522893642697,True,False
1,300.0,anchor,8500,True,8500.0,8.5,-0.5,9617.634749233412,1.9118262538329394,-1.2849546656526886e-26,1.0504964033213915e-09,-20.674003019427182,-0.003927830275238892,0.001963915137617061,2.908440781629708e-20,-0.027910601118019122,1.764387747636218e-12,1.7643877477962156e-12,2.3826650859190054e-09,2.3761233702014158e-09,7.852849567096643e-06,0.00017146596172003018,2,2003.0477204769418,0.9538235922664614,1910.5541722264634,0.995677854709212,0.0,2,converged,300.0,1.0,0.5910067530164012,0.6,-0.008993246983598824,1117.6347492334116,1417.6347492334116,True,False
1,300.0,anchor,9000,True,9000.0,9.0,0.0,9616.091123528948,1.9195443823552585,1.7232126145879308e-29,9.37135486019451e-10,-20.788193248604685,-0.01936408731987623,0.009682043659936152,2.908453648408491e-20,-0.14210083029552173,6.724767720582983e-14,6.725036166609545e-14,6.008782286609208e-08,6.00878224897887e-08,6.237411003617269e-05,0.0001611752926543066,2,2125.0222519205213,0.9571753990289382,2034.0190219273977,0.9097639533190387,0.0,12,maximum anchor Newton iterations reached,300.0,1.0,0.5552545257881913,0.6,-0.044745474211808633,616.0911235289477,916.0911235289477,True,False
1,300.0,anchor,9500,True,9500.0,9.5,0.5,9610.467323813407,1.9476633809329609,1.1800461621136433e-28,5.743549529533596e-10,-21.277773525793993,-0.07560208447528427,0.0378010422376385,2.908453749180981e-20,-0.6316811074848298,1.0873566358962188e-13,1.087359663369654e-13,2.565910561078434e-08,2.5659103306837108e-08,0.0002977993792763904,0.0,2,2746.494013685692,0.9787023261791595,2688.0000800313233,0.5027316514185713,0.0,12,maximum anchor Newton iterations reached,300.0,1.0,0.4205370158101518,0.6,-0.17946298418984818,110.46732381340735,410.46732381340735,True,False
1,300.0,anchor,9600,True,9600.0,9.6,0.6,9608.64756732409,1.9567621633795607,-2.9000373579430327e-28,4.750312774129561e-10,-21.467640466876567,-0.09379964936847172,0.0468998246842383,2.908453341172629e-20,-0.8215480485674054,1.5648175474654033e-13,1.564817683427641e-13,6.523148456646023e-09,6.523129687661262e-09,0.0003631848035887987,0.0,2,3064.458091279302,0.9811817159943743,3006.7902485942705,0.429229488161855,0.0,5,converged,300.0,1.0,0.376051369412978,0.6,-0.22394863058702197,8.647567324089323,308.6475673240893,True,True
1,300.0,anchor,9700,True,9700.0,9.7,0.7,9606.668441391934,1.966657793040336,3.754340952661893e-29,3.776408917069385e-10,-21.697077393805134,-0.11359090869002152,0.05679545434501362,2.908453668719774e-20,-1.0509849754959706,1.7953610361023353e-13,1.7953701814462108e-13,5.7304864516438495e-08,5.730486170400594e-08,0.00039686026536482687,0.0,2,3514.055852394297,0.9822043795988865,3451.5210483767764,0.3704672813028917,0.0,12,maximum anchor Newton iterations reached,300.0,1.0,0.3276809822816406,0.4133368827838676,-0.08565590050222699,-93.33155860806619,206.6684413919338,True,True
1,300.0,anchor,9800,True,9800.0,9.8,0.8,9604.607427914807,1.9769628604259704,-2.0159221807675445e-29,2.883130116278681e-10,-21.96697438005195,-0.13420104346129144,0.06710052173064789,2.908453611017143e-20,-1.3208819617427876,1.1087894731824108e-13,1.1088540911469941e-13,1.1970781700783521e-07,1.19707816494329e-07,0.0003976104429328072,0.0,2,4148.1069582057535,0.9816792190621559,4072.1103993177194,0.3251502693790959,0.0,12,maximum anchor Newton iterations reached,300.0,1.0,0.27780481752826014,0.20921485582961394,0.0685899616986462,-195.39257208519302,104.60742791480698,True,True
1,300.0,anchor,9900,True,9900.0,9.9,0.9,9602.548586027511,1.9872570698624485,3.6093910527117146e-28,2.116242679791859e-10,-22.276208734528197,-0.15478946233424318,0.07739473116712604,2.90845399211547e-20,-1.6301163162190355,1.8063298092843307e-13,1.8063501582640036e-13,8.57405122956239e-08,8.57405103928901e-08,0.00036452382194392797,0.0,2,5042.852554383413,0.9793117681152227,4938.524851377588,0.2909340536390123,0.0,12,maximum anchor Newton iterations reached,300.0,1.0,0.22911019147631106,0.005097172055022384,0.22401301942128868,-297.4514139724888,2.548586027511192,True,True
1,300.0,anchor,10000,True,10000.0,10.0,1.0,9600.568511957865,1.997157440210684,-1.2706656197100591e-28,1.497724405921953e-10,-22.621904036455792,-0.17459020303071576,0.08729510151536161,2.908453504109803e-20,-1.9758116181466279,3.105162032611484e-13,3.105162547325321e-13,1.787889715611536e-08,1.7878870191257193e-08,0.0002958147709881135,0.0,2,6310.267863872381,0.9744084401088124,6148.778265904655,0.2654112724429985,0.0,12,maximum anchor Newton iterations reached,300.0,1.0,0.1840433486344509,0.0,0.1840433486344509,-399.43148804213524,-99.43148804213524,True,True
2,150.0,downward,0,True,9000.0,9.0,0.0,9618.027532260936,1.9098623386953224,-2.908453631176365e-21,1.0802293920592036e-09,-20.646092418309163,0.0,0.0,0.0,0.0,0.07807499328882628,0.07807499328882628,7.807499328882628,7.807499328882628,6.79458509543209e-06,0.00017047469586318247,2,1970.068195006509,0.9542019639286453,1879.8429407485723,-0.996255213917023,0.0,0,seed,300.0,0.5,0.5958253770000018,0.6,-0.0041746229999981566,618.0275322609359,918.0275322609359,True,False
2,150.0,downward,1,True,8839.00868774814,8.83900868774814,-0.16099131225185848,9617.964666244588,1.910176668777054,-9.748238720625541e-26,1.0754467527742189e-09,-20.65052967772187,-0.0006286601634766424,0.0003143300817316928,2.9083561487891584e-20,-0.00443725941270808,7.352424991568834e-14,7.352426044001182e-14,3.9339439451228705e-09,3.933937074384342e-09,-2.2603258198179077e-06,0.0001713713512289876,4,1976.6028992652557,0.9543409498073053,1886.3530882766777,-0.9995534605768979,0.16,4,converged,300.0,0.5,0.5985635388056452,0.6,-0.00143646119435481,778.9559784964476,1078.9559784964476,True,False
2,150.0,downward,2,True,8639.018190048086,8.639018190048086,-0.36098180995191376,9618.010921827543,1.909945390862292,4.830601826119893e-23,1.078964846307536e-09,-20.64726373108295,-0.00016610433393235457,8.305216696977797e-05,2.9567596494375637e-20,-0.0011713127737867626,9.590914172030172e-12,9.59091417217281e-12,5.317922125381622e-09,5.230720732850387e-09,-5.78951814930238e-06,0.00017126803189236576,4,1972.9029747948764,0.954438395018648,1883.014348790738,-0.9999687776870256,0.2,3,converged,300.0,0.5,0.5996205679511918,0.6,-0.0003794320488081926,978.9927317794572,1278.9927317794572,True,False
2,150.0,downward,3,True,8419.018529863803,8.419018529863802,-0.5809814701361977,9618.023697907685,1.9098815104615687,-7.634952793788551e-30,1.0799374285301493e-09,-20.646362734034827,-3.8343532502773886e-05,1.9171766246389394e-05,2.908453623541412e-20,-0.0002703157256643739,8.349058142523089e-14,8.349619769293572e-14,9.68422666848926e-08,9.68422663249941e-08,-6.766818309813745e-06,0.00017122658935894502,4,1971.8685194904485,0.9544724667718012,1882.094209947708,-0.999998335753959,0.22,4,converged,300.0,0.5,0.5999124189337548,0.6,-8.758106624517925e-05,1199.0051680438828,1499.0051680438828,True,False
2,150.0,downward,4,True,8199.01854785853,8.19901854785853,-0.8009814521414709,9618.026647576191,1.9098667621190402,8.767342234895056e-26,1.0801620252281463e-09,-20.646154783703267,-8.846847443980398e-06,4.423423717835671e-06,2.908541304598714e-20,-6.236539410384842e-05,7.005942300029534e-14,7.005954605094758e-14,1.3130778895765873e-08,1.3130777026751423e-08,-6.992605968247512e-06,0.0001712162225561151,4,1971.6297149386353,0.954480784788328,1881.882677626616,-0.9999999113985457,0.22,3,converged,300.0,0.5,0.599979793060675,0.6,-2.020693932502926e-05,1419.008099717661,1719.008099717661,True,False
2,150.0,downward,5,True,7979.018548815137,7.979018548815137,-1.0209814511848623,9618.027328167509,1.9098633591624592,3.1109496815541913e-26,1.0802138503074543e-09,-20.646106805867646,-2.0409342756857407e-06,1.0204671367251805e-06,2.9084847406731804e-20,-1.4387558484846322e-05,8.413793453190379e-14,8.413794384717553e-14,3.959220393687668e-09,3.9592114535437556e-09,-7.0447112630145965e-06,0.00017121378752002099,4,1971.574398076987,0.9544827247754758,1881.8337035740913,-0.9999999952843074,0.22,3,converged,300.0,0.5,0.5999953382593969,0.6,-4.661740603095765e-06,1639.0087793523717,1939.0087793523717,True,False
2,150.0,downward,6,True,7759.018548866032,7.759018548866032,-1.2409814511339687,9618.02748517717,1.9098625741141515,-4.633456036454146e-22,1.080225806611908e-09,-20.64609573746829,-4.708376537583362e-07,2.3541882916104565e-07,2.44510802753095e-20,-3.3191591274098945e-06,1.9514523414942418e-10,1.9514523414968856e-10,3.758641868286755e-08,3.2123546586444635e-08,-7.056732536762025e-06,0.0001712132241877122,4,1971.5608681244762,0.954483161812421,1881.8216511130915,-0.9999999997490293,0.22,2,converged,300.0,0.5,0.5999989245609108,0.6,-1.075439089226471e-06,1859.0089363111383,2159.0089363111383,True,False
2,150.0,downward,7,True,7539.01854886874,7.53901854886874,-1.4609814511312593,9618.027521400607,1.909862392996966,-1.158142370265122e-22,1.0802285649250988e-09,-20.646093184011733,-1.0860328493484475e-07,5.4301643581683764e-08,2.7926393941498527e-20,-7.657025712920089e-07,1.038459222684739e-11,1.038459224984883e-11,6.912517522976361e-08,6.911737446538566e-08,-7.059505812846196e-06,0.0001712130932910719,4,1971.5586851375358,0.9544832771184031,1881.819794821325,-0.9999999999866436,0.22,2,converged,300.0,0.5,0.5999997519031449,0.6,-2.4809685505999823e-07,2079.0089725318667,2379.0089725318667,True,False
