stage_index,smooth_width_m,run,step_index,z_W0_m,eigenvalue_index,real_s_inv,imag_s_inv
2,150.0,anchor,7500,7500.0,2,-7.059696292156684e-06,0.00017121308428788248
2,150.0,anchor,7500,7500.0,3,-7.059696292156684e-06,-0.00017121308428788248
2,150.0,anchor,8000,8000.0,0,-16.3422401394085,0.0
2,150.0,anchor,8000,8000.0,1,-18.71849385372153,0.0
2,150.0,anchor,8000,8000.0,2,-7.042365331717232e-06,0.00017121389799677877
2,150.0,anchor,8000,8000.0,3,-7.042365331717232e-06,-0.00017121389799677877
2,150.0,anchor,8500,8500.0,0,-16.34618754585893,0.0
2,150.0,anchor,8500,8500.0,1,-18.722275412061542,0.0
2,150.0,anchor,8500,8500.0,2,-6.5568474923740645e-06,0.00017123596279741433
2,150.0,anchor,8500,8500.0,3,-6.5568474923740645e-06,-0.00017123596279741433
2,150.0,anchor,9000,9000.0,0,-16.45673335910199,0.0
2,150.0,anchor,9000,9000.0,1,-18.828187492159014,0.0
2,150.0,anchor,9000,9000.0,2,6.822836321279516e-06,0.0001713039843842385
2,150.0,anchor,9000,9000.0,3,6.822836321279516e-06,-0.0001713039843842385
2,150.0,anchor,9500,9500.0,0,-19.483791081060453,0.0
2,150.0,anchor,9500,9500.0,1,-21.736503475625234,0.0
2,150.0,anchor,9500,9500.0,2,0.00043898704039392237,0.0
2,150.0,anchor,9500,9500.0,3,6.873058637904337e-05,0.0
2,150.0,anchor,9600,9600.0,0,-22.35853583241208,0.0
2,150.0,anchor,9600,9600.0,1,-24.512332080508102,0.0
2,150.0,anchor,9600,9600.0,2,0.000685671164378626,0.0
2,150.0,anchor,9600,9600.0,3,4.5027100822810476e-05,0.0
2,150.0,anchor,9700,9700.0,0,-27.791523873734615,0.0
2,150.0,anchor,9700,9700.0,1,-29.789055329026993,0.0
2,150.0,anchor,9700,9700.0,2,0.0008537806705783482,0.0
2,150.0,anchor,9700,9700.0,3,3.743264538519783e-05,0.0
2,150.0,anchor,9800,9800.0,0,-38.074850624392816,0.0
2,150.0,anchor,9800,9800.0,1,-39.85370096106391,0.0
2,150.0,anchor,9800,9800.0,2,0.000863936483180055,0.0
2,150.0,anchor,9800,9800.0,3,3.8580037074436376e-05,0.0
2,150.0,anchor,9900,9900.0,0,-57.74401263436008,0.0
2,150.0,anchor,9900,9900.0,1,-59.25752224915039,0.0
2,150.0,anchor,9900,9900.0,2,0.0007091333844722741,0.0
2,150.0,anchor,9900,9900.0,3,4.892864853584995e-05,0.0
2,150.0,anchor,10000,10000.0,0,-95.83768733068779,0.0
2,150.0,anchor,10000,10000.0,1,-97.0723781373891,0.0
2,150.0,anchor,10000,10000.0,2,0.0004608135692763842,0.0
2,150.0,anchor,10000,10000.0,3,7.751200597141616e-05,0.0
3,100.0,downward,0,9000.0,0,-16.340537878454498,0.0
3,100.0,downward,0,9000.0,1,-18.71533103194511,0.0
3,100.0,downward,0,9000.0,2,-5.091531407373549e-06,0.0001712075226779097
3,100.0,downward,0,9000.0,3,-5.091531407373549e-06,-0.0001712075226779097
3,100.0,downward,1,8839.984902708466,0,-16.344256763028373,0.0
3,100.0,downward,1,8839.984902708466,1,-18.72042601122759,0.0
3,100.0,downward,1,8839.984902708466,2,-6.661976600473511e-06,0.00017122954815314772
3,100.0,downward,1,8839.984902708466,3,-6.661976600473511e-06,-0.00017122954815314772
3,100.0,downward,2,8639.984819491663,0,-16.342386802049266,0.0
3,100.0,downward,2,8639.984819491663,1,-18.718634389546352,0.0
3,100.0,downward,2,8639.984819491663,2,-7.006406409475349e-06,0.00017121534188871507
3,100.0,downward,2,8639.984819491663,3,-7.006406409475349e-06,-0.00017121534188871507
3,100.0,downward,3,8419.984817114768,0,-16.34212653711051,0.0
3,100.0,downward,3,8419.984817114768,1,-18.718385028494797,0.0
3,100.0,downward,3,8419.984817114768,2,-7.0543614240446145e-06,0.0001712133087552993
3,100.0,downward,3,8419.984817114768,3,-7.0543614240446145e-06,-0.0001712133087552993
3,100.0,downward,4,8199.984817085582,0,-16.342097698807756,0.0
3,100.0,downward,4,8199.984817085582,1,-18.718357398626917,0.0
3,100.0,downward,4,8199.984817085582,2,-7.059675276936642e-06,0.00017121308232887782
3,100.0,downward,4,8199.984817085582,3,-7.059675276936642e-06,-0.00017121308232887782
3,100.0,downward,5,7979.984817085224,0,-16.34209450334788,0.0
3,100.0,downward,5,7979.984817085224,1,-18.718354336875297,0.0
3,100.0,downward,5,7979.984817085224,2,-7.060264072311325e-06,0.0001712130576650186
3,100.0,downward,5,7979.984817085224,3,-7.060264072311325e-06,-0.0001712130576650186
3,100.0,downward,6,7759.98481708522,0,-16.342094149288105,0.0
3,100.0,downward,6,7759.98481708522,1,-18.718353997638292,0.0
3,100.0,downward,6,7759.98481708522,2,-7.060329312835292e-06,0.00017121305488854768
3,100.0,downward,6,7759.98481708522,3,-7.060329312835292e-06,-0.00017121305488854768
3,100.0,downward,7,7539.984817085219,0,-16.342094110057253,0.0
3,100.0,downward,7,7539.984817085219,1,-18.718353960053893,0.0
3,100.0,downward,7,7539.984817085219,2,-7.06033654145292e-06,0.0001712130550714282
3,100.0,downward,7,7539.984817085219,3,-7.06033654145292e-06,-0.0001712130550714282
3,100.0,downward,8,7319.984817085219,0,-16.34209410571037,0.0
3,100.0,downward,8,7319.984817085219,1,-18.718353955789055,0.0
3,100.0,downward,8,7319.984817085219,2,-7.060337342873742e-06,0.00017121305455477105
3,100.0,downward,8,7319.984817085219,3,-7.060337342873742e-06,-0.00017121305455477105
3,100.0,downward,9,7099.984817085219,0,-16.342094104462266,0.0
3,100.0,downward,9,7099.984817085219,1,-18.718353954634235,0.0
3,100.0,downward,9,7099.984817085219,2,-7.060337431591322e-06,0.00017121305501488355
3,100.0,downward,9,7099.984817085219,3,-7.060337431591322e-06,-0.00017121305501488355
3,100.0,downward,10,7001.999696341705,0,-16.34209410446772,0.0
3,100.0,downward,10,7001.999696341705,1,-18.718353954811867,0.0
3,100.0,downward,10,7001.999696341705,2,-7.060337438920812e-06,0.00017121305500141792
3,100.0,downward,10,7001.999696341705,3,-7.060337438920812e-06,-0.00017121305500141792
3,100.0,downward,11,6999.499696341705,0,-16.3420941044678,0.0
3,100.0,downward,11,6999.499696341705,1,-18.718353954811867,0.0
3,100.0,downward,11,6999.499696341705,2,-7.060337438597756e-06,0.0001712130550199755
3,100.0,downward,11,6999.499696341705,3,-7.060337438597756e-06,-0.0001712130550199755
3,100.0,upward,0,9000.0,0,-16.340537878454498,0.0
3,100.0,upward,0,9000.0,1,-18.71533103194511,0.0
3,100.0,upward,0,9000.0,2,-5.091531407373549e-06,0.0001712075226779097
3,100.0,upward,0,9000.0,3,-5.091531407373549e-06,-0.0001712075226779097
3,100.0,upward,1,9159.937620458719,0,-16.39505962579452,0.0
3,100.0,upward,1,9159.937620458719,1,-18.769102770072458,0.0
3,100.0,upward,1,9159.937620458719,2,2.615990565623856e-06,0.00017135193987363864
3,100.0,upward,1,9159.937620458719,3,2.615990565623856e-06,-0.00017135193987363864
3,100.0,upward,2,9358.065343904895,0,-16.723215807988634,0.0
3,100.0,upward,2,9358.065343904895,1,-19.083628992234196,0.0
3,100.0,upward,2,9358.065343904895,2,5.903332069905477e-05,0.00016098729079037693
3,100.0,upward,2,9358.065343904895,3,5.903332069905477e-05,-0.00016098729079037693
3,100.0,upward,3,9526.206349962848,0,-18.318861644078492,0.0
3,100.0,upward,3,9526.206349962848,1,-20.615588966681557,0.0
3,100.0,upward,3,9526.206349962848,2,0.0004666637007907364,0.0
3,100.0,upward,3,9526.206349962848,3,6.354058751532367e-05,0.0
3,100.0,upward,4,9606.174683699095,0,-20.556503450277646,0.0
3,100.0,upward,4,9606.174683699095,1,-22.77106896772153,0.0
3,100.0,upward,4,9606.174683699095,2,0.0008317068748232506,0.0
