iteration,residual_norm,augmented_norm,correction_norm,jacobian_condition,min_singular_value,linear_solver,stage_index,smooth_width_m,run,step_index,z_W0_m,ds_scaled
10,7.268518008194997e-08,7.268518008194997e-08,2.8543199987414316e-11,8146.449172008593,0.7547517245761517,solve,1,300.0,anchor,10000,10000.0,0.0
11,1.509366729687662e-07,1.509366729687662e-07,5.926916221775173e-11,8146.44656672215,0.7547516886312807,solve,1,300.0,anchor,10000,10000.0,0.0
0,10.940903754314563,10.940903754314563,0.018504462278593155,1957.732978451331,0.9527181027494597,solve,2,150.0,downward,1,8839.00868774814,0.16
1,0.0650811932693579,0.0650811932693579,0.00011018905372291018,1979.9120665121097,0.9528088341017196,solve,2,150.0,downward,1,8839.00868774814,0.16
2,2.5203402535641392e-06,2.5203402535641392e-06,4.163865628380865e-09,1979.7826360048255,0.9528081826187743,solve,2,150.0,downward,1,8839.00868774814,0.16
3,3.9339439451228705e-09,3.9339439451228705e-09,0.0,1979.7826286856198,0.95280818254731,not_needed,2,150.0,downward,1,8839.00868774814,0.16
0,1.598207981920203,1.598207981920203,0.0026730736255916408,1970.166756647143,0.9541925635874596,solve,2,150.0,downward,2,8639.018190048086,0.2
1,0.0013733894101307354,0.0013733894101307354,2.3227103678863584e-06,1973.3824992322614,0.9542077948371055,solve,2,150.0,downward,2,8639.018190048086,0.2
2,5.317922125381622e-09,5.317922125381622e-09,0.0,1973.3797909132188,0.9542077796992836,not_needed,2,150.0,downward,2,8639.018190048086,0.2
0,0.4947991103112698,0.4947991103112698,0.0008264649369223551,1970.91161431625,0.9544501242995904,solve,2,150.0,downward,3,8419.018529863803,0.22
1,0.0001314441756278878,0.0001314441756278878,2.222447247213936e-07,1971.9059645224813,0.9544548510678965,solve,2,150.0,downward,3,8419.018529863803,0.22
2,1.2635305796714488e-07,1.2635305796714488e-07,1.557747469430634e-10,1971.9049366080978,0.9544548378179806,solve,2,150.0,downward,3,8419.018529863803,0.22
3,9.68422666848926e-08,9.68422666848926e-08,0.0,1971.9049401571158,0.9544548378674623,not_needed,2,150.0,downward,3,8419.018529863803,0.22
0,0.11429828460893011,0.11429828460893011,0.00019083427167138758,1971.4012876377192,0.9544787417892858,solve,2,150.0,downward,4,8199.01854785853,0.22
1,7.032912811996517e-06,7.032912811996517e-06,1.1894049183487398e-08,1971.6316672483238,0.9544798448077028,solve,2,150.0,downward,4,8199.01854785853,0.22
2,1.3130778895765873e-08,1.3130778895765873e-08,0.0,1971.6316567071594,0.9544798447644965,not_needed,2,150.0,downward,4,8199.01854785853,0.22
0,0.026375678511768804,0.026375678511768804,4.4033189382216916e-05,1971.5215140503021,0.9544824228212148,solve,2,150.0,downward,5,7979.018548815137,0.22
1,3.9217111732513923e-07,3.9217111732513923e-07,6.604950965193731e-10,1971.5744976952276,0.9544826746466472,solve,2,150.0,downward,5,7979.018548815137,0.22
2,3.959220393687668e-09,3.959220393687669e-09,0.0,1971.5745014587042,0.954482674726105,not_needed,2,150.0,downward,5,7979.018548815137,0.22
0,0.006085101157006917,0.006085101157006917,1.0158632801444227e-05,1971.5486523696231,0.9544831010885575,solve,2,150.0,downward,6,7759.018548866032,0.22
1,3.758641868286755e-08,3.758641868286755e-08,0.0,1971.5608736268844,0.9544831591485635,not_needed,2,150.0,downward,6,7759.018548866032,0.22
0,0.0014037928531652171,0.0014037928531652171,2.3435166646278204e-06,1971.5558648708381,0.9544832635341159,solve,2,150.0,downward,7,7539.01854886874,0.22
1,6.912517522976361e-08,6.912517522976361e-08,0.0,1971.5586854303915,0.9544832769766239,not_needed,2,150.0,downward,7,7539.01854886874,0.22
0,0.00032384874425842324,0.00032384874425842324,5.406363664932875e-07,1971.5573552586422,0.9544832979062461,solve,2,150.0,downward,8,7319.018548868885,0.22
1,2.1213192467288606e-08,2.1213192467288606e-08,0.0,1971.5580063014884,0.9544833009951935,not_needed,2,150.0,downward,8,7319.018548868885,0.22
0,7.470483309206114e-05,7.470483309206114e-05,1.2470539055222434e-07,1971.5576993039244,0.954483305816166,solve,2,150.0,downward,9,7099.018548868892,0.22
1,2.8443097510189163e-08,2.8443097510189163e-08,0.0,1971.5578485752083,0.954483306511895,not_needed,2,150.0,downward,9,7099.018548868892,0.22
0,4.220716755120915e-06,4.220716755120915e-06,7.046150057943069e-09,1971.5578203554971,0.9544833072892361,solve,2,150.0,downward,10,7001.980370977376,0.09703817789151797
1,2.2834898673096015e-08,2.2834898673096015e-08,0.0,1971.5578265391136,0.954483307316631,not_needed,2,150.0,downward,10,7001.980370977376,0.09703817789151797
0,2.9710419881678958e-08,2.9710419881678958e-08,0.0,1971.5578208987836,0.9544833072400412,not_needed,2,150.0,downward,11,6999.480370977376,0.0025
0,14.061934924717399,14.061934924717399,0.02344508802925358,2004.6856273130613,0.943927864302806,solve,2,150.0,upward,1,9157.388939364226,0.16
1,0.10634436750227669,0.10634436750227669,0.00017720879806556384,2032.754802272286,0.944442271621542,solve,2,150.0,upward,1,9157.388939364226,0.16
2,6.642397893398113e-06,6.642397893398113e-06,1.0842401853980335e-08,2032.5476960536175,0.944438659633258,solve,2,150.0,upward,1,9157.388939364226,0.16
3,7.289949108009004e-08,7.289949108009004e-08,0.0,2032.5469127560218,0.9444386428295961,not_needed,2,150.0,upward,1,9157.388939364226,0.16
0,26.979735207408183,26.979735207408183,0.0398721091298404,2249.8202718671773,0.8723231398265725,solve,2,150.0,upward,2,9342.415047933646,0.2
1,0.2798533553455007,0.2798533553455007,0.00041338164722341277,2278.826077177087,0.8826352829356984,solve,2,150.0,upward,2,9342.415047933646,0.2
2,3.447933778911309e-05,3.447933778911309e-05,5.049939226225253e-08,2278.5189022294007,0.8825371071874654,solve,2,150.0,upward,2,9342.415047933646,0.2
3,4.96175230653738e-08,4.96175230653738e-08,0.0,2278.518070294578,0.8825370582172347,not_needed,2,150.0,upward,2,9342.415047933646,0.2
0,55.83357447013507,55.83357447013507,0.048467318460871565,2429.989495134536,0.8860370702064031,solve,2,150.0,upward,3,9485.954483614663,0.22
1,0.8309112060095603,0.8309112060095603,0.0007407332759802425,2433.5527379464374,0.9094622119891945,solve,2,150.0,upward,3,9485.954483614663,0.22
2,0.00020399616861115763,0.00020399616861115763,1.833916052829939e-07,2433.638023288819,0.9098117845400129,solve,2,150.0,upward,3,9485.954483614663,0.22
3,5.830931293177546e-08,5.830931293177546e-08,0.0,2433.63804530496,0.9098118707637255,not_needed,2,150.0,upward,3,9485.954483614663,0.22
0,36.76254399082918,36.76254399082918,0.02068108544034192,2527.8668427580837,0.9732141451368833,solve,2,150.0,upward,4,9576.760739893873,0.22
1,0.4959374713220731,0.4959374713220731,0.0002903615539656448,2541.6547513903542,0.9769399763991047,solve,2,150.0,upward,4,9576.760739893873,0.22
2,0.00010376729001259076,0.00010376729001259076,6.015130331505758e-08,2541.8465630463743,0.9769896551786947,solve,2,150.0,upward,4,9576.760739893873,0.22
3,1.2121540334216404e-07,1.2121540334216404e-07,1.1247621750006505e-10,2541.846598406139,0.9769896654538074,solve,2,150.0,upward,4,9576.760739893873,0.22
4,1.2274698442035061e-08,1.2274698442035061e-08,0.0,2541.8456283389087,0.9769896569241786,not_needed,2,150.0,upward,4,9576.760739893873,0.22
0,22.448271673958324,22.448271673958324,0.009830551658636274,2827.649828230564,0.989374233047584,solve,2,150.0,upward,5,9643.215184671526,0.22
1,0.10151898451872304,0.10151898451872304,4.631987530570049e-05,2836.5298792907042,0.9899487778553236,solve,2,150.0,upward,5,9643.215184671526,0.22
2,2.394133724328384e-06,2.394133724328384e-06,1.058122270042877e-09,2836.567581556746,0.9899512974873356,solve,2,150.0,upward,5,9643.215184671526,0.22
3,1.5790747397896746e-08,1.5790747397896746e-08,0.0,2836.568685729841,0.9899513007196968,not_needed,2,150.0,upward,5,9643.215184671526,0.22
0,15.244224236757328,15.244224236757328,0.005582915294929046,3206.8281459797686,0.9929252933465308,solve,2,150.0,upward,6,9696.73661453925,0.22
1,0.011807668473217582,0.011807668473217582,5.464171077795344e-06,3212.6251285894473,0.9930612095810679,solve,2,150.0,upward,6,9696.73661453925,0.22
2,2.1235453973237806e-08,2.1235453973237806e-08,0.0,3212.6297620947703,0.9930613137867671,not_needed,2,150.0,upward,6,9696.73661453925,0.22
0,11.224569815603514,11.224569815603514,0.0036006188006130796,3651.619249767833,0.9939106131599392,solve,2,150.0,upward,7,9742.386036290649,0.22
1,0.008758227717154524,0.008758227717154524,3.040544349689264e-06,3655.933423288169,0.9939660891866641,solve,2,150.0,upward,7,9742.386036290649,0.22
2,7.114775411536223e-08,7.114775411536223e-08,0.0,3655.9314069620805,0.9939660525939764,not_needed,2,150.0,upward,7,9742.386036290649,0.22
0,8.736164798324685,8.736164798324685,0.0025352715236679727,4167.37350933161,0.9940504097355979,solve,2,150.0,upward,8,9782.778264714749,0.22
1,0.011258092875364879,0.011258092875364879,3.2310532492958733e-06,4170.727044424168,0.9940886765889478,solve,2,150.0,upward,8,9782.778264714749,0.22
2,1.403659047374973e-07,1.403659047374973e-07,7.641870150011081e-11,4170.722755068711,0.9940886281890228,solve,2,150.0,upward,8,9782.778264714749,0.22
3,8.981380609810727e-08,8.981380609810727e-08,0.0,4170.722743100999,0.9940886281828207,not_needed,2,150.0,upward,8,9782.778264714749,0.22
0,7.071646978870457,7.071646978870457,0.0018981919864762698,4766.7284854175105,0.9937522921751628,solve,2,150.0,upward,9,9819.428200410368,0.22
1,0.010145023484240104,0.010145023484240104,2.6289486454893086e-06,4769.3158534327895,0.9937877149501535,solve,2,150.0,upward,9,9819.428200410368,0.22
2,8.640203434137279e-08,8.640203434137279e-08,0.0,4769.310391279198,0.9937876626246104,not_needed,2,150.0,upward,9,9819.428200410368,0.22
0,5.894545790598164,5.894545790598164,0.0014845088166596688,5464.824924562236,0.9931232536682374,solve,2,150.0,upward,10,9853.291274234516,0.22
1,0.00835010537389712,0.00835010537389712,1.9984623843589894e-06,5466.816986031217,0.9931599355965993,solve,2,150.0,upward,10,9853.291274234516,0.22
2,1.925001279689518e-07,1.925001279689518e-07,7.994319113860413e-11,5466.814223182857,0.9931598813488323,solve,2,150.0,upward,10,9853.291274234516,0.22
3,1.3206560384821292e-07,1.3206560384821292e-07,5.52916983435909e-11,5466.814208239387,0.9931598813452819,solve,2,150.0,upward,10,9853.291274234516,0.22
4,8.269543619203778e-09,8.26954361920378e-09,0.0,5466.814209609201,0.9931598813463987,not_needed,2,150.0,upward,10,9853.291274234516,0.22
0,5.030175454959915,5.030175454959915,0.0011981639310731933,6278.270533567476,0.9921710622749362,solve,2,150.0,upward,11,9885.010165089327,0.22
1,0.0066501343605862824,0.0066501343605862824,1.4904132859687594e-06,6279.802153334789,0.9922105717843703,solve,2,150.0,upward,11,9885.010165089327,0.22
2,9.35606676309523e-08,9.35606676309523e-08,0.0,6279.800132720989,0.992210515836512,not_needed,2,150.0,upward,11,9885.010165089327,0.22
0,4.381564036780584,4.381564036780584,0.000989910382016868,7226.066379177274,0.9908549970364355,solve,2,150.0,upward,12,9915.039259302326,0.22
1,0.005222295350511024,0.005222295350511024,1.107520574482659e-06,7227.231031341901,0.9908982246875947,solve,2,150.0,upward,12,9915.039259302326,0.22
2,2.5128136679530204e-07,2.5128136679530204e-07,7.958915243178211e-11,7227.229647787383,0.9908981676830783,solve,2,150.0,upward,12,9915.039259302326,0.22
3,1.6981684486653073e-07,1.6981684486653073e-07,5.368080580245845e-11,7227.23228758257,0.9908981679043247,solve,2,150.0,upward,12,9915.039259302326,0.22
4,2.9704660465156654e-09,2.9704660465156708e-09,0.0,7227.229643506787,0.9908981676840115,not_needed,2,150.0,upward,12,9915.039259302326,0.22
0,3.8920680053081314,3.8920680053081314,0.0008325775531332468,8330.634124394128,0.9890990385787098,solve,2,150.0,upward,13,9943.712591417996,0.22
1,0.004070829357502302,0.004070829357502302,8.23742049668737e-07,8331.485645858747,0.989146705573518,solve,2,150.0,upward,13,9943.712591417996,0.22
2,1.9888785785082568e-07,1.9888785785082568e-07,5.4674022406838805e-11,8331.484731407814,0.9891466479672618,solve,2,150.0,upward,13,9943.712591417996,0.22
3,8.689658443952042e-09,8.689658443952042e-09,0.0,8331.484755058718,0.9891466479669094,not_needed,2,150.0,upward,13,9943.712591417996,0.22
0,3.527307328784171,3.527307328784171,0.0007102591246102309,9618.759937141509,0.9867927804703904,solve,2,150.0,upward,14,9971.283395697355,0.22
1,0.0031580423293793938,0.0031580423293793938,6.139887297430485e-07,9619.320334996288,0.98684559111566,solve,2,150.0,upward,14,9971.283395697355,0.22
2,7.163043952416685e-08,7.163043952416685e-08,0.0,9619.316365484146,0.9868455330858438,not_needed,2,150.0,upward,14,9971.283395697355,0.22
0,3.2660753442516155,3.2660753442516155,0.0006132299167395137,11122.718421867728,0.9837870000993761,solve,2,150.0,upward,15,9997.948408891772,0.22
1,0.0024439357507428515,0.0024439357507428515,4.587486342509753e-07,11122.99721506131,0.9838456858651682,solve,2,150.0,upward,15,9997.948408891772,0.22
2,5.1781604113125233e-08,5.1781604113125233e-08,0.0,11123.000979980992,0.9838456281077056,not_needed,2,150.0,upward,15,9997.948408891772,0.22
0,0.017456952318728187,0.017456952318728187,3.261265915860223e-06,11247.976086108045,0.9835884144103538,solve,2,150.0,upward,16,9999.956789035508,0.01683963718567961
1,1.4519210346279455e-07,1.4519210346279455e-07,2.8150865430111743e-11,11247.981294589226,0.9835887229625114,solve,2,150.0,upward,16,9999.956789035508,0.01683963718567961
2,2.577564394087104e-07,2.577564394087104e-07,5.2631584656727485e-11,11247.977323541336,0.9835887228908665,solve,2,150.0,upward,16,9999.956789035508,0.01683963718567961
3,5.095732335900474e-07,5.095732335900474e-07,1.0404808783921352e-10,11247.977268301851,0.9835887228914033,solve,2,150.0,upward,16,9999.956789035508,0.01683963718567961
4,4.920734019137306e-07,4.920734019137306e-07,1.004744633433851e-10,11247.981273779293,0.983588722960314,solve,2,150.0,upward,16,9999.956789035508,0.01683963718567961
5,4.5938174436489486e-07,4.5938174436489486e-07,9.38001828694775e-11,11247.977301272267,0.9835887228928742,solve,2,150.0,upward,16,9999.956789035508,0.01683963718567961
6,3.9359998956210747e-07,3.9359998956210747e-07,8.036751070694081e-11,11247.981295796342,0.9835887229605164,solve,2,150.0,upward,16,9999.956789035508,0.01683963718567961
7,2.594651003625496e-07,2.594651003625496e-07,5.297759385467987e-11,11247.977276144407,0.9835887228900679,solve,2,150.0,upward,16,9999.956789035508,0.01683963718567961
8,6.343114689733515e-09,6.343114689733516e-09,0.0,11247.981268451827,0.9835887229630486,not_needed,2,150.0,upward,16,9999.956789035508,0.01683963718567961
0,0.0003815881238699588,0.0003815881238699588,7.122297223429815e-08,11266.676448218193,0.9835491280768157,solve,2,150.0,upward,17,10000.254582116631,0.0025
1,4.403152469692822e-07,4.403152469692822e-07,8.97626082963304e-11,11266.672453667808,0.9835491347679309,solve,2,150.0,upward,17,10000.254582116631,0.0025
2,3.518711878015886e-07,3.518711878015886e-07,7.17314430532204e-11,11266.668451668313,0.9835491346970205,solve,2,150.0,upward,17,10000.254582116631,0.0025
3,1.7570838526253804e-07,1.7570838526253804e-07,3.581763241346846e-11,11266.67647771847,0.9835491348319835,solve,2,150.0,upward,17,10000.254582116631,0.0025
4,1.694044502708815e-07,1.694044502708815e-07,3.4534517259904904e-11,11266.672482476375,0.9835491347675682,solve,2,150.0,upward,17,10000.254582116631,0.0025
5,3.3171189644399963e-07,3.3171189644399963e-07,6.762263116483746e-11,11266.67244659912,0.9835491347664248,solve,2,150.0,upward,17,10000.254582116631,0.0025
6,1.3607933870710347e-07,1.3607933870710347e-07,2.774414771830943e-11,11266.676455639057,0.9835491348338966,solve,2,150.0,upward,17,10000.254582116631,0.0025
7,2.48367266259041e-07,2.48367266259041e-07,5.06284492201259e-11,11266.67245189769,0.9835491347667629,solve,2,150.0,upward,17,10000.254582116631,0.0025
8,2.5758634402587264e-08,2.5758634402587264e-08,0.0,11266.67247919755,0.9835491347675677,not_needed,2,150.0,upward,17,10000.254582116631,0.0025
0,4.300482717672541e-05,4.300482717672541e-05,7.178741970518974e-08,1971.5585683100348,0.9544832845971071,solve,2,150.0,anchor,7500,7500.0,0.0
1,1.034052462572553e-07,1.034052462572553e-07,1.275012617923621e-10,1971.5584850754933,0.9544832842472795,solve,2,150.0,anchor,7500,7500.0,0.0
2,4.130427991452909e-08,4.130427991452909e-08,5.092939889423407e-11,1971.558482462432,0.9544832842066631,solve,2,150.0,anchor,7500,7500.0,0.0
0,0.0014650871449178862,0.0014650871449178862,2.445824495866867e-06,1971.5798282750868,0.9544826506215489,solve,2,150.0,anchor,8000,8000.0,0.0
1,1.483080886621742e-08,1.483080886621742e-08,1.8615302356076517e-11,1971.5768861190293,0.9544826366426338,solve,2,150.0,anchor,8000,8000.0,0.0
2,3.6038510238642624e-08,3.6038510238642624e-08,4.443128117807941e-11,1971.576884812727,0.954482636620799,solve,2,150.0,anchor,8000,8000.0,0.0
3,8.68171930618051e-08,8.68171930618051e-08,1.0704522295781154e-10,1971.5761253927515,0.9544826249833722,solve,2,150.0,anchor,8000,8000.0,0.0
0,0.0838215309161675,0.0838215309161675,0.0001399207577374314,1972.260394194689,0.954465272674649,solve,2,150.0,anchor,8500,8500.0,0.0
1,3.7742247659175422e-06,3.7742247659175422e-06,6.382260186720655e-09,1972.0919791238625,0.9544644725689879,solve,2,150.0,anchor,8500,8500.0,0.0
2,2.624200481848329e-08,2.624200481848329e-08,3.2346376906357144e-11,1972.0927331966564,0.9544644842117463,solve,2,150.0,anchor,8500,8500.0,0.0
3,4.086179218774068e-08,4.086179218774068e-08,5.037374179171405e-11,1972.0919718876696,0.9544644725194196,solve,2,150.0,anchor,8500,8500.0,0.0
0,7.807499328882628,7.807499328882628,0.013148843649770852,1970.7320460971914,0.9538805164593781,solve,2,150.0,anchor,9000,9000.0,0.0
1,0.03306331063129397,0.03306331063129397,5.5952842566575506e-05,1986.609598490959,0.953956186490041,solve,2,150.0,anchor,9000,9000.0,0.0
2,6.696007735528604e-07,6.696007735528604e-07,1.0980066415718427e-09,1986.5431024190807,0.9539558079874072,solve,2,150.0,anchor,9000,9000.0,0.0
3,3.7191899226983956e-08,3.7191899226983956e-08,4.558025542212676e-11,1986.5438639434701,0.9539558201358562,solve,2,150.0,anchor,9000,9000.0,0.0
4,8.966890529567985e-08,8.966890529567985e-08,1.0989253342304136e-10,1986.5438636645893,0.9539558201319929,solve,2,150.0,anchor,9000,9000.0,0.0
0,3.3960915772378244,3.3960915772378244,0.00560421822858292,2398.0811424517374,0.9397859737180227,solve,2,150.0,anchor,9500,9500.0,0.0
1,0.0060149269878075114,0.0060149269878075114,1.017549483967938e-05,2389.730147259121,0.9397535496077699,solve,2,150.0,anchor,9500,9500.0,0.0
2,3.1052738523896445e-08,3.1052738523896445e-08,4.64833106750574e-11,2389.7151964249174,0.9397534845690537,solve,2,150.0,anchor,9500,9500.0,0.0
3,6.844679436681311e-08,6.844679436681311e-08,7.278772431082544e-11,2389.7143113582993,0.9397534606392369,solve,2,150.0,anchor,9500,9500.0,0.0
4,4.268131847872213e-08,4.268131847872213e-08,4.5389168484939315e-11,2389.7143111174723,0.9397534606229184,solve,2,150.0,anchor,9500,9500.0,0.0
5,1.8766014853873468e-08,1.8766014853873468e-08,1.9953129948940493e-11,2389.71430971554,0.9397534606475242,solve,2,150.0,anchor,9500,9500.0,0.0
6,4.430963080544852e-08,4.430963080544852e-08,4.712047488254219e-11,2389.7143166134765,0.9397534607815696,solve,2,150.0,anchor,9500,9500.0,0.0
7,1.4868605879582136e-08,1.4868605879582136e-08,1.5807787153952103e-11,2389.714314451912,0.9397534607480932,solve,2,150.0,anchor,9500,9500.0,0.0
8,8.592642170521994e-08,8.592642170521994e-08,9.137905921098612e-11,2389.7143148105583,0.9397534607442317,solve,2,150.0,anchor,9500,9500.0,0.0
9,8.475599002009177e-08,8.475599002009177e-08,9.013308216808826e-11,2389.7143148334035,0.9397534607436995,solve,2,150.0,anchor,9500,9500.0,0.0
10,3.8974562169293844e-08,3.8974562169293844e-08,4.1448232364209966e-11,2389.7143102515524,0.939753460634868,solve,2,150.0,anchor,9500,9500.0,0.0
11,9.296850429707066e-08,9.296850429707066e-08,9.886650063745482e-11,2389.7151932868155,0.9397534844658991,solve,2,150.0,anchor,9500,9500.0,0.0
0,4.034891473592941,4.034891473592941,0.006572650372841707,2797.7259333278384,0.9256342102048806,solve,2,150.0,anchor,9600,9600.0,0.0
1,0.008395872971980672,0.008395872971980672,1.3993786997516212e-05,2786.163241244586,0.9255969841315215,solve,2,150.0,anchor,9600,9600.0,0.0
2,4.9036162086367816e-08,4.9036162086367816e-08,7.796306959505719e-11,2786.138819213897,0.9255968986937515,solve,2,150.0,anchor,9600,9600.0,0.0
3,4.1205200862201794e-08,4.1205200862201794e-08,3.911269753438698e-11,2786.1388132922943,0.9255968985442115,solve,2,150.0,anchor,9600,9600.0,0.0
4,9.673974086560626e-08,9.673974086560626e-08,9.18328938464412e-11,2786.137823006196,0.9255968665918225,solve,2,150.0,anchor,9600,9600.0,0.0
5,9.201635360630082e-08,9.201635360630082e-08,8.735023540872564e-11,2786.138816803214,0.9255968986356515,solve,2,150.0,anchor,9600,9600.0,0.0
6,8.063656745571437e-08,8.063656745571437e-08,7.654971551372203e-11,2786.1398017176116,0.9255969303385622,solve,2,150.0,anchor,9600,9600.0,0.0
7,5.409274779816403e-08,5.409274779816403e-08,5.135684704801921e-11,2786.1378175172035,0.9255968664453424,solve,2,150.0,anchor,9600,9600.0,0.0
8,1.270668619792361e-07,1.270668619792361e-07,1.2062733705329347e-10,2786.1388140268054,0.9255968985108955,solve,2,150.0,anchor,9600,9600.0,0.0
9,1.6286920656407292e-07,1.6286920656407292e-07,1.5460860134634586e-10,2786.139808576158,0.9255969305585491,solve,2,150.0,anchor,9600,9600.0,0.0
10,2.3351002345508484e-08,2.3351002345508484e-08,2.216959557679897e-11,2786.1378225823655,0.9255968666082962,solve,2,150.0,anchor,9600,9600.0,0.0
11,5.424306606509807e-08,5.424306606509807e-08,5.149493436978471e-11,2786.1388129753395,0.9255968984783963,solve,2,150.0,anchor,9600,9600.0,0.0
0,0.6481651168449376,0.6481651168449376,0.0010270105372521007,3578.457281637783,0.8969721482491079,solve,2,150.0,anchor,9700,9700.0,0.0
1,0.00021552770394830633,0.00021552770394830633,3.408534766129471e-07,3576.1053644981216,0.8969670730636531,solve,2,150.0,anchor,9700,9700.0,0.0
2,3.768312634979163e-08,3.768312634979163e-08,2.9819153021037487e-11,3576.1033828149853,0.8969670281101711,solve,2,150.0,anchor,9700,9700.0,0.0
3,7.77066276610725e-08,7.77066276610725e-08,6.14736796576637e-11,3576.103383818191,0.8969670281044109,solve,2,150.0,anchor,9700,9700.0,0.0
4,1.4547502170023733e-08,1.4547502170023733e-08,1.1506873040231198e-11,3576.1033897152374,0.8969670283413724,solve,2,150.0,anchor,9700,9700.0,0.0
5,3.421761739567349e-08,3.421761739567349e-08,2.7061512297367836e-11,3576.1033897639604,0.8969670283611249,solve,2,150.0,anchor,9700,9700.0,0.0
6,8.550357143073308e-08,8.550357143073308e-08,6.764313384562923e-11,3576.1033814220546,0.8969670280468292,solve,2,150.0,anchor,9700,9700.0,0.0
7,1.9547284966212833e-07,1.9547284966212833e-07,1.5463137284675592e-10,3576.103382923176,0.8969670280643356,solve,2,150.0,anchor,9700,9700.0,0.0
8,1.1853511452112165e-07,1.1853511452112165e-07,9.377108841703551e-11,3576.1033977447355,0.8969670285944387,solve,2,150.0,anchor,9700,9700.0,0.0
9,1.0673583211518958e-07,1.0673583211518958e-07,8.443801984932677e-11,3576.1033968448583,0.8969670285892918,solve,2,150.0,anchor,9700,9700.0,0.0
10,8.031400559531403e-08,8.031400559531403e-08,6.35333803420118e-11,3576.1033828693203,0.8969670280607221,solve,2,150.0,anchor,9700,9700.0,0.0
11,1.9483226655570932e-08,1.9483226655570932e-08,1.5409989734399012e-11,3576.1045794666284,0.8969670712087813,solve,2,150.0,anchor,9700,9700.0,0.0
0,1.6088896910303736,1.6088896910303736,0.002426749402438697,5253.6136968858755,0.8381391615324958,solve,2,150.0,anchor,9800,9800.0,0.0
1,0.0013322114744753896,0.0013322114744753896,1.9122321362318623e-06,5245.331479632664,0.8381312284853277,solve,2,150.0,anchor,9800,9800.0,0.0
2,2.0840577066311713e-08,2.0840577066311713e-08,1.3260276986243753e-11,5245.324946843563,0.8381312235473188,solve,2,150.0,anchor,9800,9800.0,0.0
3,4.648731569920532e-08,4.648731569920532e-08,2.7982001263632024e-11,5245.324935858782,0.838131223168605,solve,2,150.0,anchor,9800,9800.0,0.0
4,1.1489094229977458e-07,1.1489094229977458e-07,6.915264930267531e-11,5245.324939159177,0.8381312232642129,solve,2,150.0,anchor,9800,9800.0,0.0
5,3.554528764942402e-08,3.554528764942402e-08,2.139240283281526e-11,5245.324949127766,0.8381312236279627,solve,2,150.0,anchor,9800,9800.0,0.0
6,1.3947167390059518e-07,1.3947167390059518e-07,8.394753539919258e-11,5245.326550382129,0.8381312801344786,solve,2,150.0,anchor,9800,9800.0,0.0
7,9.0184131498245e-08,9.0184131498245e-08,5.427499773134282e-11,5245.323336129766,0.8381311668487196,solve,2,150.0,anchor,9800,9800.0,0.0
8,1.902415390326053e-08,1.902415390326053e-08,1.145265759903109e-11,5245.3249475222165,0.8381312235607077,solve,2,150.0,anchor,9800,9800.0,0.0
9,4.1783697213479505e-08,4.1783697213479505e-08,2.514692164992827e-11,5245.324944702292,0.8381312235061957,solve,2,150.0,anchor,9800,9800.0,0.0
10,1.2661938226313765e-07,1.2661938226313765e-07,7.621450400209466e-11,5245.3249384397295,0.8381312232649607,solve,2,150.0,anchor,9800,9800.0,0.0
11,6.14911416286677e-08,6.14911416286677e-08,3.700742892330165e-11,5245.324937366983,0.8381312232481266,solve,2,150.0,anchor,9800,9800.0,0.0
0,1.025954036518914,1.025954036518914,0.0013983884210837857,9220.679725092516,0.7238202203607241,solve,2,150.0,anchor,9900,9900.0,0.0
1,0.000558417553897901,0.000558417553897901,6.405347747217955e-07,9212.187554507538,0.7238196764665127,solve,2,150.0,anchor,9900,9900.0,0.0
2,1.6016151439635383e-07,1.6016151439635383e-07,6.614017034711956e-11,9212.181140828034,0.7238196117719113,solve,2,150.0,anchor,9900,9900.0,0.0
3,1.8378296767707878e-08,1.8378296767707878e-08,7.602396612829394e-12,9212.181133301476,0.7238196116337651,solve,2,150.0,anchor,9900,9900.0,0.0
4,3.93229718417483e-08,3.93229718417483e-08,1.626083869930254e-11,9212.186191080213,0.7238197423738855,solve,2,150.0,anchor,9900,9900.0,0.0
5,8.567924762222906e-08,8.567924762222906e-08,3.543386470097408e-11,9212.18115343362,0.7238196120838648,solve,2,150.0,anchor,9900,9900.0,0.0
6,1.827453168210427e-07,1.827453168210427e-07,7.557025643879463e-11,9212.183676058336,0.7238196774050879,solve,2,150.0,anchor,9900,9900.0,0.0
7,6.608853704793046e-08,6.608853704793046e-08,2.732247725001291e-11,9212.186214254469,0.7238197429378341,solve,2,150.0,anchor,9900,9900.0,0.0
8,1.8123688095340362e-07,1.8123688095340362e-07,7.494998208563964e-11,9212.183683331548,0.723819677568392,solve,2,150.0,anchor,9900,9900.0,0.0
9,6.431843706794473e-08,6.431843706794473e-08,2.6591486461338832e-11,9212.18367267639,0.7238196772956782,solve,2,150.0,anchor,9900,9900.0,0.0
10,1.8446486407306373e-07,1.8446486407306373e-07,7.629035461051274e-11,9212.181155675378,0.7238196121725832,solve,2,150.0,anchor,9900,9900.0,0.0
11,7.112977351572456e-08,7.112977351572456e-08,2.9415985462775056e-11,9212.186207139936,0.7238197427674192,solve,2,150.0,anchor,9900,9900.0,0.0
