iteration,residual_norm,correction_norm,state_jacobian_condition,state_jacobian_min_singular_value,linear_solver,step_factor,experiment,z_W0_m,smooth_width_m
8,2.213199271710888e-08,6.795564729453209e-12,2107.482169273859,0.947641667025768,solve,0.25,fixed_z_width_path,9600.0,35.0
0,25.823215679435307,0.04300058956072453,2108.9112465497287,0.9498923669689514,solve,1.0,fixed_z_width_path,9600.0,25.0
1,0.3407852578217583,0.0006039650880589249,2054.1625636498907,0.9496606408011873,solve,1.0,fixed_z_width_path,9600.0,25.0
2,6.704955308955308e-05,1.1902178836070512e-07,2053.427980176308,0.9496572271213604,solve,1.0,fixed_z_width_path,9600.0,25.0
3,1.2276289195525117e-07,1.5295951853347773e-10,2053.427856204055,0.9496572265711931,solve,1.0,fixed_z_width_path,9600.0,25.0
4,8.879866955391854e-08,1.1063877229976625e-10,2053.4278552880073,0.9496572265343826,solve,1.0,fixed_z_width_path,9600.0,25.0
0,33.04053440661345,0.05392346086145965,2052.8776042567133,0.9533368623177736,solve,1.0,fixed_z_width_path,9600.0,10.0
1,0.5478381146966552,0.0009461514252526628,1986.2672176842004,0.953086856506741,solve,1.0,fixed_z_width_path,9600.0,10.0
2,0.00016943189428580713,2.880171522017075e-07,1985.15214244783,0.9530825537353941,solve,1.0,fixed_z_width_path,9600.0,10.0
3,1.272716053555975e-07,1.5851703577987517e-10,1985.1526002131243,0.9530825708010655,solve,1.0,fixed_z_width_path,9600.0,10.0
4,1.0157438844171467e-07,1.265107686628198e-10,1985.1526012212216,0.9530825708262269,solve,1.0,fixed_z_width_path,9600.0,10.0
5,3.8931751294597124e-08,4.848874658504041e-11,1985.1526007740085,0.9530825708384246,solve,1.0,fixed_z_width_path,9600.0,10.0
0,5.7304864516438495e-08,1.977133369579199e-11,3883.7955998685316,0.8886115538383721,solve,0.5,fixed_z_width_path,9700.0,300.0
1,3.453257413029098e-08,1.191645231694373e-11,3883.794253987571,0.8886115264494582,solve,0.5,fixed_z_width_path,9700.0,300.0
2,2.1554288610624478e-08,7.438660283027502e-12,3883.795605348455,0.8886115539562371,solve,0.5,fixed_z_width_path,9700.0,300.0
3,1.3314483207396634e-08,4.5944007632852415e-12,3883.7956015675395,0.8886115538703327,solve,0.5,fixed_z_width_path,9700.0,300.0
0,40.5608146161498,0.0636767494157183,3874.3002217087433,0.893500551822194,solve,1.0,fixed_z_width_path,9700.0,200.0
1,0.8192573754386296,0.001363268219833806,3720.244037832851,0.8931386192725608,solve,1.0,fixed_z_width_path,9700.0,200.0
2,0.00038554194896615163,6.196823283528985e-07,3717.0524456666294,0.8931295366475097,solve,1.0,fixed_z_width_path,9700.0,200.0
3,3.317830469322475e-08,6.132656896093399e-12,3717.0510405952596,0.893129531215776,solve,0.25,fixed_z_width_path,9700.0,200.0
0,35.785377956429976,0.05701265043697195,3710.5892442489426,0.8973035623807072,solve,1.0,fixed_z_width_path,9700.0,150.0
1,0.6426986022301626,0.0010877123746173215,3578.54427945745,0.8969744582191327,solve,1.0,fixed_z_width_path,9700.0,150.0
2,0.00023904856809522297,3.945238853870487e-07,3576.10423848982,0.8969670317855382,solve,1.0,fixed_z_width_path,9700.0,150.0
0,57.64180810358823,0.09122178944592414,3569.0127186207656,0.9033577330492456,solve,1.0,fixed_z_width_path,9700.0,100.0
1,1.6227401024078476,0.002818226855159383,3368.7225387469007,0.9028239203843629,solve,1.0,fixed_z_width_path,9700.0,100.0
2,0.001531349309549667,2.6473203253527083e-06,3362.8131104542863,0.9028041314701974,solve,1.0,fixed_z_width_path,9700.0,100.0
3,1.2319921855432066e-07,5.474466932628254e-11,3362.80672050318,0.9028040533978123,solve,0.5,fixed_z_width_path,9700.0,100.0
