branch,point,ty,label,W_a0,l2_norm,Z_scaled,U_scaled,M_log_ratio
1,1,9,1,0.6,0.0,0.0,0.0,0.0
1,2,0,0,0.60060957388,0.001904841327,0.0002668815337,-0.00013344076685,0.0018813262051
1,3,0,0,0.60121914777,0.0038096826541,0.0005337630674,-0.0002668815337,0.0037626524101
1,4,0,0,0.60243829553,0.0076193653081,0.0010675261348,-0.0005337630674,0.0075253048203
1,5,4,2,0.60487659106,0.015238730616,0.0021350522696,-0.0010675261348,0.015050609641
1,6,0,0,0.60975318213,0.030477461232,0.0042701045392,-0.0021350522696,0.030101219281
1,7,0,0,0.61584892096,0.049525874503,0.0069389198761,-0.0034694599381,0.048914481332
1,8,0,0,0.62194465979,0.068574287773,0.0096077352131,-0.0048038676066,0.067727743382
1,9,0,0,0.62804039862,0.087622701043,0.01227655055,-0.0061382752751,0.086541005433
1,10,4,3,0.63413613745,0.10667111431,0.014945365887,-0.0074726829435,0.10535426748
1,11,0,0,0.64023187628,0.12571952758,0.017614181224,-0.008807090612,0.12416752953
1,12,0,0,0.64632761511,0.14476794085,0.020282996561,-0.010141498281,0.14298079159
1,13,0,0,0.65242335394,0.16381635412,0.022951811898,-0.011475905949,0.16179405364
1,14,0,0,0.65851909277,0.18286476739,0.025620627235,-0.012810313618,0.18060731569
1,15,4,4,0.6646148316,0.20191318067,0.028289442572,-0.014144721286,0.19942057774
1,16,0,0,0.67071057043,0.22096159394,0.030958257909,-0.015479128954,0.21823383979
1,17,0,0,0.67680630926,0.24001000721,0.033627073246,-0.016813536623,0.23704710184
1,18,0,0,0.68290204809,0.25905842048,0.036295888583,-0.018147944291,0.25586036389
1,19,0,0,0.68899778692,0.27810683375,0.03896470392,-0.01948235196,0.27467362594
1,20,4,5,0.69509352575,0.29715524702,0.041633519257,-0.020816759628,0.29348688799
1,21,-4,6,0.69999999988,0.31248735845,0.043781654829,-0.021890827414,0.30862972566
1,22,0,0,0.70609573871,0.33153577172,0.046450470166,-0.023225235083,0.32744298772
1,23,0,0,0.71219147754,0.35058418499,0.049119285503,-0.024559642751,0.34625624977
1,24,0,0,0.71828721637,0.36963259826,0.05178810084,-0.02589405042,0.36506951182
1,25,4,7,0.7243829552,0.38868101153,0.054456916177,-0.027228458088,0.38388277387
1,26,0,0,0.73047869403,0.4077294248,0.057125731513,-0.028562865757,0.40269603592
1,27,0,0,0.73657443286,0.42677783807,0.05979454685,-0.029897273425,0.42150929797
1,28,0,0,0.74267017169,0.44582625134,0.062463362187,-0.031231681094,0.44032256002
1,29,0,0,0.74876591052,0.46487466461,0.065132177524,-0.032566088762,0.45913582207
1,30,4,8,0.75486164935,0.48392307788,0.067800992861,-0.033900496431,0.47794908412
1,31,0,0,0.76095738818,0.50297149115,0.070469808198,-0.035234904099,0.49676234617
1,32,0,0,0.76705312701,0.52201990442,0.073138623535,-0.036569311768,0.51557560822
1,33,0,0,0.77314886584,0.54106831769,0.075807438872,-0.037903719436,0.53438887027
1,34,0,0,0.77924460467,0.56011673096,0.078476254209,-0.039238127105,0.55320213232
1,35,4,9,0.7853403435,0.57916514423,0.081145069546,-0.040572534773,0.57201539437
1,36,0,0,0.79143608233,0.5982135575,0.083813884883,-0.041906942442,0.59082865643
1,37,0,0,0.79753182116,0.61726197077,0.08648270022,-0.04324135011,0.60964191848
1,38,0,0,0.80362755999,0.63631038404,0.089151515557,-0.044575757779,0.62845518053
1,39,0,0,0.80972329882,0.65535879731,0.091820330894,-0.045910165447,0.64726844258
1,40,4,10,0.81581903765,0.67440721058,0.094489146231,-0.047244573116,0.66608170463
1,41,0,0,0.82191477648,0.69345562385,0.097157961568,-0.048578980784,0.68489496668
1,42,0,0,0.82801051531,0.71250403712,0.099826776905,-0.049913388453,0.70370822873
1,43,0,0,0.83410625414,0.73155245039,0.10249559224,-0.051247796121,0.72252149078
1,44,0,0,0.84020199297,0.75060086366,0.10516440758,-0.05258220379,0.74133475283
1,45,4,11,0.8462977318,0.76964927693,0.10783322292,-0.053916611458,0.76014801488
1,46,0,0,0.85239347063,0.7886976902,0.11050203825,-0.055251019127,0.77896127693
