source_run,source_step_index,H_a3,fd_step_scale,z_step_m,u_step_m_s,w_step_m_s,m_step_kg,stable_eigenvalue_count,complex_pair_count,critical_real_s_inv,critical_imag_s_inv,tracked_pair_real_s_inv,tracked_pair_imag_abs_s_inv,jacobian_condition,eig0_real_s_inv,eig0_imag_s_inv,eig1_real_s_inv,eig1_imag_s_inv,eig2_real_s_inv,eig2_imag_s_inv,eig3_real_s_inv,eig3_imag_s_inv
upward,21,0.633731266297439,30.0,30.0,0.000300000000000189,0.00030000000000000003,3.319904193828571e-12,2,1,0.00010916362698930123,0.00015522806430928263,0.00010916362698930123,0.00015522806430928263,4.370083919478289e+25,-18.87109646795145,0.0,-16.341480177364165,0.0,0.00010916362698930123,-0.00015522806430928263,0.00010916362698930123,0.00015522806430928263
upward,21,0.633731266297439,10.0,10.0,9.999999999976694e-05,0.0001,1.1066347312761214e-12,4,1,-3.888027105873622e-06,0.00018285216429710433,-3.888027105873622e-06,0.00018285216429710433,4.704853210731294e+25,-18.870870374670563,0.0,-16.341479896319317,0.0,-3.888027105873622e-06,-0.00018285216429710433,-3.888027105873622e-06,0.00018285216429710433
upward,21,0.633731266297439,3.0,3.0,2.9999999999752447e-05,3.0000000000000004e-05,3.319904193827537e-13,4,1,-3.872901317156817e-06,0.00018277836718164086,-3.872901317156817e-06,0.00018277836718164086,4.708661566810644e+25,-18.870870406082325,0.0,-16.341479864350465,0.0,-3.872901317156817e-06,-0.00018277836718164086,-3.872901317156817e-06,0.00018277836718164086
upward,21,0.633731266297439,1.0,1.0,9.999999999621423e-06,1e-05,1.106634731276535e-13,4,1,-3.871569170820081e-06,0.00018277186666669623,-3.871569170820081e-06,0.00018277186666669623,4.7089971602937495e+25,-18.87087040877618,0.0,-16.341479861540016,0.0,-3.871569170820081e-06,-0.00018277186666669623,-3.871569170820081e-06,0.00018277186666669623
upward,21,0.633731266297439,0.3,0.2999999999992724,3.000000000419334e-06,3e-06,3.319904193835809e-14,4,1,-3.8714176152481035e-06,0.00018277112690829868,-3.8714176152481035e-06,0.00018277112690829868,4.709035402448045e+25,-18.870870408398368,0.0,-16.341479861220325,0.0,-3.8714176152481035e-06,-0.00018277112690829868,-3.8714176152481035e-06,0.00018277112690829868
upward,21,0.633731266297439,0.1,0.1000000000003638,1.000000000139778e-06,1.0000000000000002e-06,1.106634731278603e-14,4,1,-3.871404290954839e-06,0.00018277106188981977,-3.871404290954839e-06,0.00018277106188981977,4.709039005439142e+25,-18.870870409017122,0.0,-16.341479861192216,0.0,-3.871404290954839e-06,-0.00018277106188981977,-3.871404290954839e-06,0.00018277106188981977
upward,21,0.633731266297439,0.03,0.030000000000654836,2.9999999995311555e-07,3.0000000000000004e-07,3.3199041937737704e-15,4,1,-3.871402777273317e-06,0.00018277104474727606,-3.871402777273317e-06,0.00018277104474727606,4.709040001237158e+25,-18.87087040369109,0.0,-16.341479861189022,0.0,-3.871402777273317e-06,-0.00018277104474727606,-3.871402777273317e-06,0.00018277104474727606
upward,21,0.633731266297439,0.01,0.010000000000218279,1.0000000028043132e-07,1.0000000000000001e-07,1.1066347312579235e-15,4,1,-3.871402645392012e-06,0.00018277105796021652,-3.871402645392012e-06,0.00018277105796021652,4.709039166196626e+25,-18.87087041257314,0.0,-16.341479861188745,0.0,-3.871402645392012e-06,-0.00018277105796021652,-3.871402645392012e-06,0.00018277105796021652
upward,22,0.6351652018355121,100.0,100.0,0.001000000000000334,0.001,1.0708378475796138e-11,2,0,0.0009681709393877632,0.0,0.0009681709393877632,0.0,3.5277489946089097e+25,-19.16613215802867,0.0,-16.641297903949816,0.0,4.862296630124954e-05,0.0,0.0009681709393877632,0.0
upward,22,0.6351652018355121,30.0,30.0,0.000300000000000189,0.00030000000000000003,3.2125135427389242e-12,2,0,0.0011193248511733919,0.0,0.0011193248511733919,0.0,3.567322813629119e+25,-19.166276391444708,0.0,-16.641294595982583,0.0,4.158454636933357e-05,0.0,0.0011193248511733919,0.0
upward,22,0.6351652018355121,10.0,10.0,9.999999999976694e-05,0.0001,1.0708378475795725e-12,2,0,0.0014965766220278005,0.0,0.0014965766220278005,0.0,3.2803989623587835e+25,-19.166645890409082,0.0,-16.641294305172064,0.0,3.3821387104697865e-05,0.0,0.0014965766220278005,0.0
upward,22,0.6351652018355121,3.0,3.0,2.9999999999752447e-05,3.0000000000000004e-05,3.21251354273789e-13,2,0,0.001964382092600002,0.0,0.001964382092600002,0.0,2.9800593704667095e+25,-19.16710823888385,0.0,-16.641294272092363,0.0,2.8363192631502813e-05,0.0,0.001964382092600002,0.0
upward,22,0.6351652018355121,1.0,1.0,9.999999999621423e-06,1e-05,1.070837847579986e-13,2,0,0.001964391849019323,0.0,0.001964391849019323,0.0,2.9802256313962088e+25,-19.16710824683423,0.0,-16.64129426918426,0.0,2.8361475429307544e-05,0.0,0.001964391849019323,0.0
upward,22,0.6351652018355121,0.3,0.2999999999992724,3.000000000419334e-06,3e-06,3.212513542735822e-14,2,0,0.0019643929617431397,0.0,0.0019643929617431397,0.0,2.9802445524801733e+25,-19.167108247781297,0.0,-16.64129426885346,0.0,2.83612801938161e-05,0.0,0.0019643929617431397,0.0
upward,22,0.6351652018355121,0.1,0.1000000000003638,1.000000000139778e-06,1.0000000000000002e-06,1.0708378475717143e-14,2,0,0.001964393059446499,0.0,0.001964393059446499,0.0,2.9802464266300466e+25,-19.167108249342125,0.0,-16.64129426882438,0.0,2.8361263025612282e-05,0.0,0.001964393059446499,0.0
upward,22,0.6351652018355121,0.03,0.030000000000654836,2.9999999995311555e-07,3.0000000000000004e-07,3.212513542797861e-15,2,0,0.001964393072788421,0.0,0.001964393072788421,0.0,2.980246816530615e+25,-19.167108243430732,0.0,-16.641294268821074,0.0,2.8361259475849368e-05,0.0,0.001964393072788421,0.0
upward,22,0.6351652018355121,0.01,0.010000000000218279,1.0000000028043132e-07,1.0000000000000001e-07,1.0708378475303552e-15,2,0,0.001964393076817506,0.0,0.001964393076817506,0.0,2.9802459796406247e+25,-19.16710821382864,0.0,-16.641294268820783,0.0,2.8361259318439743e-05,0.0,0.001964393076817506,0.0
