iteration,residual_norm,augmented_norm,correction_norm,jacobian_condition,min_singular_value,linear_solver,run,step_index,H_a3,ds_scaled
1,0.01975953907101949,0.01975953907101949,2.3500171175888e-05,5178.493713978639,0.9311601449949033,solve,upward,28,0.6454617232637518,0.35
2,2.0371734965687174e-07,2.0371734965687174e-07,1.9734910530505091e-10,5178.430755532093,0.9311595181836204,solve,upward,28,0.6454617232637518,0.35
3,5.173971687671453e-08,5.173971687671453e-08,0.0,5178.43140608988,0.9311595161884852,not_needed,upward,28,0.6454617232637518,0.35
0,8.343426482475802,8.343426482475802,0.009216388301505816,5862.881787998041,0.9217989779696293,solve,upward,29,0.6470824582134516,0.35
1,0.027909030925941835,0.027909030925941835,3.1121908360153686e-05,5889.401871815667,0.9221050113021706,solve,upward,29,0.6470824582134516,0.35
2,3.1907413923929723e-07,3.1907413923929723e-07,3.5101990391189347e-10,5889.313440649075,0.9221039784113094,solve,upward,29,0.6470824582134516,0.35
3,1.1275434742351006e-07,1.1275434742351006e-07,2.2761944427807882e-11,5889.312709484127,0.9221039811984942,solve,upward,29,0.6470824582134516,0.35
4,6.202461150646954e-08,6.202461150646954e-08,0.0,5889.3153535712945,0.9221039793390546,not_needed,upward,29,0.6470824582134516,0.35
0,10.218967554191085,10.218967554191085,0.010459470189515423,6754.905982998495,0.9114782419941515,solve,upward,30,0.6486476746417915,0.35
1,0.03922778425144589,0.03922778425144589,4.028010956116289e-05,6787.843621030366,0.9119094192073885,solve,upward,30,0.6486476746417915,0.35
2,5.869921714374138e-07,5.869921714374138e-07,6.020619588245974e-10,6787.715596847163,0.9119077658582115,solve,upward,30,0.6486476746417915,0.35
3,1.8967045710433172e-07,1.8967045710433172e-07,3.405268354921337e-11,6787.71559496622,0.9119077658323337,solve,upward,30,0.6486476746417915,0.35
4,9.590062035898214e-08,9.590062035898214e-08,0.0,6787.713523806642,0.9119077637872043,not_needed,upward,30,0.6486476746417915,0.35
0,9.257908976460781,9.257908976460781,0.008700219562185007,7727.5652133182275,0.9024295509197308,solve,upward,31,0.6499451064698001,0.3029032993539447
1,0.029646255710439856,0.029646255710439856,2.7731391892195896e-05,7756.940497055485,0.9028453933940087,solve,upward,31,0.6499451064698001,0.3029032993539447
2,3.04309150023798e-07,3.04309150023798e-07,2.8319674082705133e-10,7756.844759915303,0.9028440646625565,solve,upward,31,0.6499451064698001,0.3029032993539447
3,1.5571543314513695e-07,1.5571543314513695e-07,2.5042852604470954e-11,7756.846998666828,0.9028440685476912,solve,upward,31,0.6499451064698001,0.3029032993539447
4,1.3609766839229001e-07,1.3609766839229001e-07,2.188927832834587e-11,7756.846997423784,0.9028440685427626,solve,upward,31,0.6499451064698001,0.3029032993539447
5,8.490563460430432e-08,8.490563460430432e-08,0.0,7756.846049794941,0.9028440740014934,not_needed,upward,31,0.6499451064698001,0.3029032993539447
0,0.018117788402338977,0.018117788402338977,1.6532090600203918e-05,7789.647626521409,0.9039556606773061,solve,upward,32,0.649998843750916,0.012868241272527723
1,1.289308324634102e-07,1.289308324634102e-07,9.075205591409995e-11,7789.7023300198725,0.9039562851330053,solve,upward,32,0.649998843750916,0.012868241272527723
2,6.991117589437573e-08,6.991117589437573e-08,0.0,7789.6991457759705,0.9039562853591848,not_needed,upward,32,0.649998843750916,0.012868241272527723
0,0.0027495019152509563,0.0027495019152509563,2.5024095639490594e-06,7807.593725303182,0.9038023148381299,solve,upward,33,0.650019691897633,0.005
1,1.6013939656563082e-07,1.6013939656563082e-07,2.6340616381351775e-11,7807.601030745998,0.9038024031614169,solve,upward,33,0.650019691897633,0.005
2,1.2208025473415097e-07,1.2208025473415097e-07,1.949766672848004e-11,7807.604218691041,0.9038024029697073,solve,upward,33,0.650019691897633,0.005
3,1.5581666484818562e-07,1.5581666484818562e-07,2.488362246970031e-11,7807.603254972473,0.9038024103311072,solve,upward,33,0.650019691897633,0.005
4,1.330157268467387e-07,1.330157268467387e-07,2.123794649873535e-11,7807.6042203295,0.9038024029614214,solve,upward,33,0.650019691897633,0.005
5,1.4858337106839836e-07,1.4858337106839836e-07,2.3728599688913855e-11,7807.601039152675,0.9038024030924755,solve,upward,33,0.650019691897633,0.005
6,1.3845817465688382e-07,1.3845817465688382e-07,2.2113110600001523e-11,7807.601030486945,0.903802403150719,solve,upward,33,0.650019691897633,0.005
7,8.903102964929007e-08,8.903102964929007e-08,0.0,7807.601042529904,0.9038024030506857,not_needed,upward,33,0.650019691897633,0.005
0,1.810711145361063e-05,1.810711145361063e-05,2.3860469047379205e-08,1990.2583947809374,0.9430655460506243,solve,anchor,600,0.6,0.0
1,7.898414352152546e-08,7.898414352152546e-08,1.0402937835803903e-10,1990.2585442254147,0.9430656011568893,solve,anchor,600,0.6,0.0
2,1.0850471295962362e-08,1.0850471295962362e-08,1.429219536049818e-11,1990.2583915921593,0.9430655460265426,solve,anchor,600,0.6,0.0
3,2.838639482726642e-08,2.838639482726642e-08,3.738718886972193e-11,1990.258545793279,0.9430656017079502,solve,anchor,600,0.6,0.0
4,3.436310730103344e-08,3.436310730103344e-08,4.5261636299625564e-11,1990.2585450060158,0.9430656014006182,solve,anchor,600,0.6,0.0
5,1.8208962892183382e-08,1.8208962892183382e-08,2.398071996604571e-11,1990.2585441433332,0.9430656011033051,solve,anchor,600,0.6,0.0
6,4.713454850435449e-08,4.713454850435449e-08,6.207665063252136e-11,1990.2585452793628,0.9430656014735516,solve,anchor,600,0.6,0.0
7,1.4382364398127484e-08,1.4382364398127484e-08,1.894065784512131e-11,1990.258544132372,0.9430656011281048,solve,anchor,600,0.6,0.0
8,3.721612137578248e-08,3.721612137578248e-08,4.901896541799225e-11,1990.2585450296024,0.9430656013858632,solve,anchor,600,0.6,0.0
9,9.640468089732995e-08,9.640468089732995e-08,1.2697558396055589e-10,1990.258391780064,0.9430655461019616,solve,anchor,600,0.6,0.0
0,3.513613661042118e-08,3.513613661042118e-08,4.331793049851846e-11,1971.557806710912,0.9544833082296448,solve,anchor,610,0.61,0.0
1,1.9334216984067478e-08,1.9334216984067478e-08,2.3839678359565454e-11,1971.5578005685638,0.9544833081351302,solve,anchor,610,0.61,0.0
2,4.6654098683247335e-08,4.6654098683247335e-08,5.7524930394311384e-11,1971.5585639510348,0.954483319844621,solve,anchor,610,0.61,0.0
0,0.34012036622746933,0.34012036622746933,0.0004063249266705299,1974.304257326117,0.9552024795466912,solve,anchor,615,0.615,0.0
1,1.274165051353464e-06,1.274165051353464e-06,1.5221434801402967e-09,1974.307307939944,0.9552018945399743,solve,anchor,615,0.615,0.0
0,0.2467775266017302,0.2467775266017302,0.00028585018748495235,1983.637089145985,0.9533849787438379,solve,anchor,620,0.62,0.0
1,6.349044859581714e-08,6.349044859581714e-08,7.335216988748602e-11,1983.644851630033,0.9533823268952638,solve,anchor,620,0.62,0.0
2,4.170997839721576e-08,4.170997839721576e-08,4.832134401367842e-11,1983.6448548220021,0.9533823269414778,solve,anchor,620,0.62,0.0
3,9.361263387485327e-08,9.361263387485327e-08,1.0845331240426875e-10,1983.644545346405,0.9533823207432501,solve,anchor,620,0.62,0.0
0,0.015367370180488943,0.015367370180488943,1.7273751755899276e-05,1998.8198821538244,0.949574386267142,solve,anchor,625,0.625,0.0
1,1.3709416222509405e-08,1.3709416222509405e-08,1.541529866651972e-11,1998.8207131036445,0.9495741038245963,solve,anchor,625,0.625,0.0
2,2.998916626797533e-08,2.998916626797533e-08,3.372021777365435e-11,1998.8205039717996,0.9495740907726419,solve,anchor,625,0.625,0.0
3,6.545428263715172e-08,6.545428263715172e-08,7.35956170947979e-11,1998.8205053536672,0.9495740908517104,solve,anchor,625,0.625,0.0
4,4.315103149997588e-08,4.315103149997588e-08,4.8520651399937346e-11,1998.8205044027507,0.949574090808022,solve,anchor,625,0.625,0.0
0,0.10455056915191768,0.10455056915191768,0.00011413316615714172,2019.3957464872499,0.9442674423876734,solve,anchor,630,0.63,0.0
0,0.7118693658835954,0.7118693658835954,0.0009806505488559431,2741.0402194652997,0.9513233231214325,solve,anchor,640,0.64,0.0
1,0.0002480821148847513,0.0002480821148847513,3.3453077638438056e-07,2739.4495149184886,0.9513147665940301,solve,anchor,640,0.64,0.0
2,3.805692177235977e-08,3.805692177235977e-08,2.3110907938227805e-11,2739.4486823981347,0.9513147664107715,solve,anchor,640,0.64,0.0
3,7.417113833182048e-08,7.417113833182048e-08,4.502567040901973e-11,2739.4490112226013,0.951314762970124,solve,anchor,640,0.64,0.0
4,8.757525100772286e-08,8.757525100772286e-08,5.316139861704305e-11,2739.449013245026,0.9513147629551569,solve,anchor,640,0.64,0.0
5,1.037040580994625e-07,1.037040580994625e-07,6.295762035287025e-11,2739.4486844748685,0.9513147663933487,solve,anchor,640,0.64,0.0
0,0.00014383487945264682,0.00014383487945264682,1.7205679460875605e-07,6441.404157379646,0.865935634512582,solve,anchor,650,0.65,0.0
1,4.6319281491321904e-08,4.6319281491321904e-08,1.7766581626945778e-11,6441.404107534812,0.8659356149838486,solve,anchor,650,0.65,0.0
2,4.808871531203816e-08,4.808871531203816e-08,1.8438239961828715e-11,6441.404107236372,0.8659356149684071,solve,anchor,650,0.65,0.0
3,4.9934968792310926e-08,4.9934968792310926e-08,1.9147879495226157e-11,6441.40410884008,0.8659356149427951,solve,anchor,650,0.65,0.0
4,1.813534062748269e-07,1.813534062748269e-07,6.955897697152232e-11,6441.403469929239,0.8659356314255495,solve,anchor,650,0.65,0.0
5,1.9444826838543153e-07,1.9444826838543153e-07,7.458033155910044e-11,6441.403472700672,0.8659356313581426,solve,anchor,650,0.65,0.0
6,2.0804078570595619e-07,2.0804078570595619e-07,7.979546120310027e-11,6441.4034683240025,0.8659356314757236,solve,anchor,650,0.65,0.0
7,2.2373116446442808e-07,2.2373116446442808e-07,8.580833855718715e-11,6441.4034691596735,0.865935631440945,solve,anchor,650,0.65,0.0
