run,step_index,accepted,H_a3,W_a0_m_s,lambda_H_a3_scaled,z_m,u_m_s,w_m_s,m_kg,log_m_kg,scaled_x0_z,scaled_x1_u,scaled_x2_w,scaled_x3_log_m,physical_residual_norm,transformed_residual_norm,scaled_residual_norm,max_abs_scaled_residual,critical_real_s_inv,critical_imag_s_inv,stable_eigenvalue_count,complex_pair_count,tracked_pair_real_s_inv,tracked_pair_imag_abs_s_inv,branch_jacobian_condition,branch_min_singular_value,branch_max_singular_value,tangent_lambda_H_a3,ds_scaled,corrector_iterations,corrector_reason
upward,17,True,0.6286644109357977,0.6,1.8664410935797762,9139.925344017385,4.300373279913078,-5.820355630887469e-29,1.101301349193044e-09,-20.626773311667105,-4.781021882435513,2.390510941217756,2.9084535729728086e-20,0.01931910664205774,5.805704029585539e-14,5.805728627082615e-14,1.6900065518598116e-08,1.690006452137712e-08,-4.5317192030353455e-06,0.00018036602210956526,4,1,-4.5317192030353455e-06,0.00018036602210956526,2798.6149178785035,0.9534714747578705,2668.3994930289937,0.35511006197146916,0.35,3,converged
upward,18,True,0.6299131881750514,0.6,1.9913188175051424,9110.680926188552,4.446595369057238,1.3807638763402786e-32,1.1026303742933649e-09,-20.625567262271606,-5.073466060723835,2.5367330303619156,2.908453631190172e-20,0.020525156037557734,6.021792171457525e-14,6.021846928676626e-14,2.568026910385252e-08,2.5680268397824457e-08,-4.367948986415996e-06,0.00018096191852919177,4,1,-4.367948986415996e-06,0.00018096191852919177,2800.9842686592137,0.953211808044221,2669.931279032069,0.3584814919666397,0.35,3,converged
upward,19,True,0.631173832736108,0.6,2.1173832736108107,9081.47726847063,4.592613657646842,3.6770869636354567e-28,1.1039623050602862e-09,-20.62436003364156,-5.365502637903055,2.68275131895152,2.908453998885061e-20,0.021732384667605905,1.455328511603813e-13,1.4553300309932658e-13,2.102956492366693e-08,2.10295598879438e-08,-4.203330652549555e-06,0.0001815615051831672,4,1,-4.203330652549555e-06,0.0001815615051831672,2803.9775684403044,0.9529328055581378,2672.0022110159043,0.3618914540347013,0.35,3,converged
upward,20,True,0.6324464800308298,0.6,2.244648003082988,9052.31528685075,4.738423565746249,-7.080643975183723e-29,1.1052971038061837e-09,-20.623151665893563,-5.657122454101863,2.828561227050926,2.908453560369925e-20,0.022940752415599414,5.805670972141464e-14,5.805809186312072e-14,4.006084289345704e-08,4.006084247277424e-08,-4.037869020874584e-06,0.00018216481126012577,4,1,-4.037869020874584e-06,0.00018216481126012577,2807.601667109483,0.9526339766723457,2674.6167410504145,0.3653403837776065,0.35,3,converged
upward,21,True,0.633731266297439,0.6,2.3731266297439055,9023.195917573548,4.884020412132263,1.1637826655061749e-30,1.1066347312761717e-09,-20.62194220038307,-5.948316146873881,2.9741580734369406,2.9084536323401475e-20,0.024150217926091264,7.26576586115497e-14,7.265837983649529e-14,3.237368641383043e-08,3.2373685598486857e-08,-3.8715691709973e-06,0.00018277186667105675,4,1,-3.8715691709973e-06,0.00018277186667105675,2811.8674392522967,0.9523148369771725,2677.78308201297,0.36882816341096986,0.35,4,converged
upward,22,True,0.6351652018355121,0.6,2.5165201835512025,8994.594558888117,5.02702720555941,-4.914735082138671e-25,1.0708378475796149e-09,-20.654824459763518,-6.234329733728189,3.117164866864087,2.907962157668151e-20,-0.008732041454354359,6.41392915452544e-14,6.414082489343627e-14,4.435065810399726e-08,4.4350657640210594e-08,0.001964391849000971,0.0,2,0,0.001964391849000971,0.0,2983.8573824164755,0.9638222446659849,2875.9081200838173,0.5002814085138326,0.35,4,converged
upward,23,True,0.6369141762602072,0.6,2.691417626020721,8971.151519770485,5.144242401147578,-2.115378101639908e-22,9.194560377108209e-10,-20.807238884108376,-6.468760124904512,3.2343800624522547,2.696915821012374e-20,-0.16114646579921396,7.614709540748079e-11,7.614709541114217e-11,7.506032036151694e-08,7.467307340255652e-08,0.001965815833861375,0.0,2,0,0.001965815833861375,0.0,3203.4448300701297,0.9604647218576392,3076.7957476995994,0.4988968337752667,0.35,3,converged
upward,24,True,0.6386566725674843,0.6,2.8656672567484245,8948.084020310043,5.259579898449786,5.709490701263763e-22,7.833997109497872e-10,-20.967378063665755,-6.699435119508927,3.3497175597544633,3.479402701302741e-20,-0.321285645356593,1.37532651933725e-10,1.3753265193612144e-10,8.234656368190383e-08,8.118992700291465e-08,0.0019671092845612603,0.0,2,0,0.0019671092845612603,0.0,3463.1459174611227,0.9565055887520206,3312.518424715308,0.4965093389015339,0.35,3,converged
upward,25,True,0.6403886901171756,0.6,3.038869011717563,8925.455517052891,5.372722414735543,-3.3865862591466784e-22,6.616628280082065e-10,-21.136265012991128,-6.925720152080456,3.4628600760402213,2.569795005261697e-20,-0.4901725946819659,2.53018965668576e-10,2.5301896566938936e-10,6.896477081108648e-08,6.415569844640244e-08,0.001968271313216433,0.0,2,0,0.001968271313216433,0.0,3773.4564098603187,0.9518269899211786,3591.6776561961246,0.49281653497498723,0.35,3,converged
upward,26,True,0.6421050238124513,0.6,3.2105023812451305,8903.344577399801,5.4832771130009945,-3.3865862591466784e-22,5.533346395846935e-10,-21.315058162553626,-7.1468295486113504,3.5734147743056717,2.569795005261697e-20,-0.6689657442444639,4.729887592702653e-10,4.72988759270592e-10,7.299221298582686e-08,5.5593879992388214e-08,0.0019693027006158935,0.0,2,0,0.0019693027006158935,0.0,4148.324825363203,0.9462984957280941,3925.553542032708,0.48742683674149434,0.35,3,converged
upward,27,True,0.6437989255535563,0.6,3.3798925553556405,8881.84828998296,5.590758550085205,-3.3865862591466784e-22,4.575919788225329e-10,-21.505043204813504,-7.361792422779771,3.6808962113898827,2.569795005261697e-20,-0.8589507865043412,8.928910943950541e-10,8.92891094395071e-10,9.096367049181488e-08,8.928910943950541e-08,0.001970206271803983,0.0,2,0,0.001970206271803983,0.0,4606.411010115739,0.9397876672286194,4329.048257492899,0.4798451720632655,0.35,3,converged
upward,28,True,0.6454617232637518,0.6,3.5461723263751828,8861.085657413074,5.694571712934629,-4.445263125842337e-27,3.7368771388039867e-10,-21.70760065693663,-7.5694187484786175,3.784709374239307,2.908449185913239e-20,-1.0615082386274675,8.653132886563089e-14,8.653287568938598e-14,5.173971687671453e-08,5.173971615312428e-08,0.0019709872824465913,0.0,2,0,0.0019709872824465913,0.0,5172.750676521294,0.9321821182289072,4821.945682709632,0.46946646314392515,0.35,4,converged
upward,29,True,0.6470824582134516,0.6,3.7082458213451583,8841.200005324772,5.793999973376142,-1.4905669842065208e-28,3.0093286203247436e-10,-21.92413392578496,-7.76827526936164,3.88413763468082,2.9084534821196665e-20,-1.278041507475797,1.269909709149514e-13,1.2699248560111403e-13,6.202461150646954e-08,6.202461020644472e-08,0.001971653763416547,0.0,2,0,0.001971653763416547,0.0,5880.8726109314775,0.9234277772002467,5430.561123110266,0.4555960126817031,0.35,5,converged
upward,30,True,0.6486476746417915,0.6,3.864767464179156,8822.358590302321,5.888207048488391,1.8218498159678025e-27,2.3866951008197696e-10,-22.15594132395568,-7.956689419586138,3.978344709793068,2.908455453026181e-20,-1.5098489056465167,2.6215805367477804e-13,2.621598077497342e-13,9.590062035898214e-08,9.590061677574952e-08,0.00197221673651688,0.0,2,0,0.00197221673651688,0.0,6775.259935761682,0.9135839391269419,6189.7686607221085,0.43752539304490634,0.35,5,converged
upward,31,True,0.6499451064698001,0.6,3.9945106469800056,8807.040733586902,5.964796332065495,1.0869686593132738e-27,1.927494934465474e-10,-22.36962973152204,-8.10986798674034,4.054933993370173,2.908454718145024e-20,-1.7235373132128746,2.56823670589656e-13,2.5682507407135487e-13,8.490563460430432e-08,8.490563072008628e-08,0.0019726310315517233,0.0,2,0,0.0019726310315517233,0.0,7743.832260945194,0.9043613359651845,7003.222488998691,0.4180498209245487,0.3029032993539447,6,converged
upward,32,True,0.649998843750916,0.6,3.9998843750915953,8806.412622293945,5.967936888530279,1.2390742056462864e-27,1.9095591990798676e-10,-22.378978500339123,-8.116149099669908,4.058074549834957,2.9084548702505704e-20,-1.7328860820299599,1.7385247919503247e-13,1.738538848558768e-13,6.991117589437573e-08,6.991117373272671e-08,0.001972647292087206,0.0,2,0,0.001972647292087206,0.0,7789.673542863208,0.9039592564610907,7041.547503881256,0.4171404781904559,0.012868241272527723,3,converged
upward,33,True,0.650019691897633,0.6,4.001969189763298,8806.169078336236,5.969154608318826,-8.514273011017205e-29,1.9026237189368335e-10,-22.382617091636526,-8.118584539247012,4.059292269623504,2.908453546033635e-20,-1.7365246733273612,1.1087860242792716e-13,1.1088217678591127e-13,8.903102964929007e-08,8.903102895885302e-08,0.0019726535826808003,0.0,2,0,0.0019726535826808003,0.0,7807.597151337356,0.9038028534926215,7056.528584299565,0.4167852747049596,0.005,8,converged
anchor,1,True,0.6,0.6,-1.0000000000000009,9910.252314887202,0.4487384255639937,-1.620991663456244e-30,1.0679309765263748e-09,-20.657542727217557,2.9222478262626583,-1.4611239131313287,2.908453629555373e-20,-0.011450308908395044,9.115217778138946e-14,9.115282633421206e-14,3.438523422944474e-08,3.4385233021263404e-08,-8.47340365523819e-06,0.00016610089304620068,4,1,-8.47340365523819e-06,0.00016610089304620068,2922.806953193571,0.9549627087086168,2791.171645054112,0.2801412608019754,0.0,10,maximum anchor Newton iterations reached
anchor,2,True,0.61,0.6,0.0,9618.027532261798,1.909862338691014,3.4241093434932976e-30,1.0802293920591268e-09,-20.646092418309234,8.615285006184904e-12,-4.308308640438293e-12,2.908453634600474e-20,-6.960941023699218e-14,7.21648786335282e-14,7.216492913374273e-14,8.537383359780621e-09,8.537380309800071e-09,-7.060337442480351e-06,0.00017121305506084643,4,1,-7.060337442480351e-06,0.00017121305506084643,2838.9444204670103,0.9553872499914229,2712.2913027484706,0.3056810113252553,0.0,3,converged
anchor,3,True,0.615,0.6,0.5000000000000004,9481.916121492326,2.5904193925383696,1.1376196595280588e-29,1.0861052515994404e-09,-20.64066770337256,-1.3611141076860918,0.6805570538430471,2.9084536425525613e-20,0.005424714936600394,4.411964235817691e-14,4.4119644494102044e-14,1.372859995847856e-09,1.3728529064582837e-09,-6.36846684921813e-06,0.00017371239877668812,4,1,-6.36846684921813e-06,0.00017371239877668812,2813.636323512178,0.9552302387547935,2687.6704970776973,0.3187216358654872,0.0,2,converged
anchor,4,True,0.62,0.6,1.0000000000000009,9351.902060908018,3.2404896954599,4.980859206242075e-30,1.09180829942177e-09,-20.635430525014463,-2.6612547135291718,1.3306273567645777,2.908453636157224e-20,0.010661893294699697,2.2508625105467604e-13,2.250862691420537e-13,9.02357526200984e-09,9.023547188935835e-09,-5.687003832412144e-06,0.0001761761928630234,4,1,-5.687003832412144e-06,0.0001761761928630234,2799.159772180459,0.9548154498441994,2672.6809970602717,0.3319202770688672,0.0,4,converged
anchor,5,True,0.625,0.6,1.5000000000000013,9227.601122021699,3.8619943898915117,-9.804312383824296e-30,1.0973452198753604e-09,-20.630372010651172,-3.9042641023923763,1.9521320511961893,2.908453621372052e-20,0.01572040765799174,8.079150242765273e-14,8.079152578333826e-14,6.143198614622709e-09,6.1431933020240965e-09,-5.016292523715641e-06,0.00017860599636347212,4,1,-5.016292523715641e-06,0.00017860599636347212,2795.157107463809,0.9541373746038811,2666.963864120897,0.3452578733558919,0.0,5,converged
anchor,6,True,0.63,0.6,2.0000000000000018,9108.659665012896,4.456701674935527,2.5334397941351385e-29,1.1027224072562428e-09,-20.62548379901466,-5.09367867248041,2.5468393362402044,2.9084536565107627e-20,0.02060861929450263,1.0141864910870727e-12,1.0141864920559379e-12,4.4342399164489685e-09,4.433079955769163e-09,-4.356590025433005e-06,0.00018100327166624392,4,1,-4.356590025433005e-06,0.00018100327166624392,2801.172177604075,0.953193139291721,2670.0581016670544,0.35871618781545767,0.0,1,converged
