run,line,message
minimal-wA0-plus,24,NOTE:Pivot   2 = 0.0000E+000 <= ||A||_max/1.7977E+308 = 9.8051E-300 in GE
minimal-wA0-plus,25,NOTE:Pivot   3 = 0.0000E+000 <= ||A||_max/1.7977E+308 = 9.8051E-300 in GE
minimal-wA0-plus,26,1     2   5                NaN           NaN
minimal-wA0-plus,27,NOTE:Pivot   1 = 0.0000E+000 <= ||A||_max/1.7977E+308 = 0.0000E+000 in GE
minimal-wA0-plus,28,NOTE:Pivot   2 = 0.0000E+000 <= ||A||_max/1.7977E+308 = 0.0000E+000 in GE
minimal-wA0-plus,29,NOTE:Pivot   3 = 0.0000E+000 <= ||A||_max/1.7977E+308 = 0.0000E+000 in GE
minimal-wA0-plus,30,1     2   6                NaN           NaN
minimal-wA0-plus,31,NOTE:Pivot   1 = 0.0000E+000 <= ||A||_max/1.7977E+308 = 0.0000E+000 in GE
minimal-wA0-plus,32,NOTE:Pivot   2 = 0.0000E+000 <= ||A||_max/1.7977E+308 = 0.0000E+000 in GE
minimal-wA0-plus,33,NOTE:Pivot   3 = 0.0000E+000 <= ||A||_max/1.7977E+308 = 0.0000E+000 in GE
minimal-wA0-plus,34,1     2   7                NaN           NaN
minimal-wA0-plus,35,NOTE:Pivot   1 = 0.0000E+000 <= ||A||_max/1.7977E+308 = 0.0000E+000 in GE
minimal-wA0-plus,36,NOTE:Pivot   2 = 0.0000E+000 <= ||A||_max/1.7977E+308 = 0.0000E+000 in GE
minimal-wA0-plus,37,NOTE:Pivot   3 = 0.0000E+000 <= ||A||_max/1.7977E+308 = 0.0000E+000 in GE
minimal-wA0-plus,38,1     2   8                NaN           NaN
minimal-wA0-plus,39,NOTE:Pivot   1 = 0.0000E+000 <= ||A||_max/1.7977E+308 = 0.0000E+000 in GE
minimal-wA0-plus,40,NOTE:Pivot   2 = 0.0000E+000 <= ||A||_max/1.7977E+308 = 0.0000E+000 in GE
minimal-wA0-plus,41,NOTE:Pivot   3 = 0.0000E+000 <= ||A||_max/1.7977E+308 = 0.0000E+000 in GE
minimal-wA0-plus,42,1     2   9                NaN           NaN
minimal-wA0-plus,43,NOTE:Pivot   1 = 0.0000E+000 <= ||A||_max/1.7977E+308 = 0.0000E+000 in GE
minimal-wA0-plus,44,NOTE:Pivot   2 = 0.0000E+000 <= ||A||_max/1.7977E+308 = 0.0000E+000 in GE
minimal-wA0-plus,45,NOTE:Pivot   3 = 0.0000E+000 <= ||A||_max/1.7977E+308 = 0.0000E+000 in GE
minimal-wA0-plus,46,1     2  10                NaN           NaN
minimal-wA0-plus,47,NOTE:Pivot   1 = 0.0000E+000 <= ||A||_max/1.7977E+308 = 0.0000E+000 in GE
minimal-wA0-plus,48,NOTE:Pivot   2 = 0.0000E+000 <= ||A||_max/1.7977E+308 = 0.0000E+000 in GE
