uses_task019_scaled_restricted_3d_gate,uses_p_mass_coordinate,mass_coordinate,active_control_mapping,smoothing_formula,smoothing_width_m,eps_dimensionless,task019_gate_passes,task020_auto_supported_hopf_candidate,auto_hb_labels,auto_lp_labels,plus_max_z_W0_m,minus_min_z_W0_m,minus_relevant_min_z_W0_m,raw_minus_extends_below_physical_paper_range,reaches_paper_oscillatory_z_W0_7000m,reaches_paper_steady_z_W0_10000m,seed_smoothing_scaled_residual_norm,tangent_rows,verdict
True,True,P=M/10 where M=log(m/m_seed),q_z=(z_W0-9000 m)/1000 m,W_a0*eps*(softplus(x/eps)-softplus((x-1)/eps)),50.0,0.16666666666666666,True,False,0,0,9710.18590267,-35700.004442,7049.9998335,True,True,False,1.3197271611495392e-06,3,"restricted smoothed z_W0 supports a staged full-system attempt, but upward 10 km transition remains numerically fragile and no HB is AUTO-supported"
