branch,point,ty,label,type,z_W0,l2_norm,sigma_S,R_zeta,sigma_plus_Rzeta,R,driving_factor,k
1,178,0,0,regular,1249.999275,10178.504111,-0.00012260259756,-7.769394468e-08,-0.00012268029151,0.0092226705878,-6.7529315473e-13,16.342632158
1,179,0,0,regular,1199.99927,10178.504111,-0.00012260259793,-7.769394468e-08,-0.00012268029187,0.0092226705878,-2.2126050991e-13,16.342632158
1,180,4,22,UZ/NPR,1149.999265,10178.504111,-0.00012260259792,-7.7693944681e-08,-0.00012268029187,0.0092226705878,9.0072047043e-14,16.342632158
1,181,0,0,regular,1099.99926,10178.504111,-0.00012260259829,-7.7693944682e-08,-0.00012268029223,0.0092226705878,3.7541497688e-13,16.342632158
1,182,0,0,regular,1049.999255,10178.504111,-0.00012260259829,-7.7693944681e-08,-0.00012268029223,0.0092226705878,-3.6041829243e-13,16.342632158
1,183,0,0,regular,999.99925,10178.504111,-0.00012260259792,-7.7693944685e-08,-0.00012268029187,0.0092226705878,4.3768287605e-13,16.342632158
1,184,0,0,regular,949.999245,10178.504111,-0.00012260259829,-7.7693944683e-08,-0.00012268029223,0.0092226705878,1.0851909649e-13,16.342632158
1,185,0,0,regular,899.99924,10178.504111,-0.00012260259756,-7.7693944681e-08,-0.00012268029151,0.0092226705878,-4.9918402745e-14,16.342632158
1,186,0,0,regular,849.999235,10178.504111,-0.00012260259756,-7.7693944681e-08,-0.00012268029151,0.0092226705878,-5.6952879912e-13,16.342632158
1,187,0,0,regular,799.99923,10178.504111,-0.00012260259793,-7.7693944681e-08,-0.00012268029187,0.0092226705878,-2.6617250071e-13,16.342632158
1,188,0,0,regular,749.999225,10178.504111,-0.00012260259792,-7.7693944685e-08,-0.00012268029187,0.0092226705878,1.0851909649e-13,16.342632158
1,189,0,0,regular,699.99922,10178.504111,-0.00012260259792,-7.7693944681e-08,-0.00012268029187,0.0092226705878,-1.3415657474e-13,16.342632158
1,190,4,23,UZ/NPR,649.999215,10178.504111,-0.00012260259793,-7.7693944683e-08,-0.00012268029187,0.0092226705878,4.350114019e-13,16.342632158
1,191,0,0,regular,599.99921,10178.504111,-0.00012260259792,-7.7693944681e-08,-0.00012268029187,0.0092226705878,2.0006045431e-13,16.342632158
1,192,0,0,regular,549.999205,10178.504111,-0.00012260259793,-7.7693944681e-08,-0.00012268029187,0.0092226705878,2.7612460929e-13,16.342632158
1,193,0,0,regular,499.9992,10178.504111,-0.00012260259792,-7.7693944681e-08,-0.00012268029187,0.0092226705878,-1.26601854e-13,16.342632158
1,194,0,0,regular,449.999195,10178.504111,-0.00012260259792,-7.769394468e-08,-0.00012268029187,0.0092226705878,-1.7772068539e-13,16.342632158
1,195,0,0,regular,399.99919,10178.504111,-0.00012260259829,-7.7693944682e-08,-0.00012268029223,0.0092226705878,9.0068577596e-14,16.342632158
1,196,0,0,regular,349.999185,10178.504111,-0.00012260259792,-7.7693944681e-08,-0.00012268029187,0.0092226705878,-4.6354239891e-13,16.342632158
1,197,0,0,regular,299.99918,10178.504111,-0.00012260259792,-7.7693944679e-08,-0.00012268029187,0.0092226705878,-7.5068423699e-14,16.342632158
1,198,0,0,regular,249.999175,10178.504111,-0.00012260259792,-7.7693944681e-08,-0.00012268029187,0.0092226705878,-3.0560623476e-14,16.342632158
1,199,0,0,regular,199.99917,10178.504111,-0.00012260259792,-7.7693944685e-08,-0.00012268029187,0.0092226705878,3.7900411975e-13,16.342632158
1,200,9,24,EP,149.999165,10178.504111,-0.00012260259792,-7.7693944681e-08,-0.00012268029187,0.0092226705878,-9.4733249023e-15,16.342632158
