run,step_index,accepted,W_a0_m_s,lambda_W_a0_scaled,z_m,u_m_s,w_m_s,m_kg,log_m_kg,scaled_x0_z,scaled_x1_u,scaled_x2_w,scaled_x3_log_m,physical_residual_norm,transformed_residual_norm,scaled_residual_norm,max_abs_scaled_residual,critical_real_s_inv,critical_imag_s_inv,stable_eigenvalue_count,branch_jacobian_condition,branch_min_singular_value,branch_max_singular_value,tangent_lambda_W_a0,ds_scaled,corrector_iterations,corrector_reason
downward,10,True,0.30219463784965794,-2.9780536215034203,9605.619377728883,1.9719031113555883,-9.551989591147974e-28,3.306138792383039e-10,-21.8300699494558,-0.12408154532053617,0.06204077266026593,2.908452675977406e-20,-1.1839775311466383,3.602318472526916e-14,3.603263635566194e-14,8.252545000198949e-08,8.252544992336709e-08,-2.7230826749781264e-06,0.00018428018448052313,4,4145.35235704358,0.9025446826779884,3741.3657276763493,-0.8788539449183698,0.35,4,converged
downward,11,True,0.2717639275841376,-3.282360724158624,9604.35517156168,1.978224142191607,-4.464540244100533e-22,2.7823963125550106e-10,-22.002538390598392,-0.13672360699256253,0.06836180349628458,2.4619996067663115e-20,-1.3564459722892304,7.770157956201975e-10,7.770157956203554e-10,9.21495371100238e-08,7.77015785047297e-08,-2.4307564931854567e-06,0.00018555755884640013,4,4675.06854328719,0.8900321626952453,4160.961366330407,-0.8588508372021825,0.35,3,converged
downward,12,True,0.24211439294180093,-3.57885607058199,9603.10483370384,1.9844758314808058,-3.1506938868128265e-27,2.3109981334136293e-10,-22.188171406344935,-0.1492269855709729,0.07461349278548324,2.908450480482478e-20,-1.5420789880357726,7.24858309258343e-14,7.248816256307589e-14,5.814006944745706e-08,5.814006899560039e-08,-2.175588447716146e-06,0.00018678070916031123,4,5335.563895389789,0.8754955426287022,4671.262407824395,-0.833880146325287,0.35,4,converged
downward,13,True,0.21344050392861535,-3.865594960713846,9601.870345008174,1.9906482749591343,2.1173965331192275e-29,1.8912502732431048e-10,-22.38861279934252,-0.16157187252762797,0.08078593626381196,2.90845365235033e-20,-1.742520381033359,1.4281819799771654e-13,1.4281823284250297e-13,9.976452687776641e-09,9.976442465181111e-09,-1.9576669327841376e-06,0.00018793585592506425,4,6170.531011664971,0.8588627902947683,5299.639482278976,-0.8027049794466782,0.35,6,converged
downward,14,True,0.1859818892684016,-4.140181107315984,9600.655744862055,1.9967212756897297,1.490378818594005e-29,1.5225231569242058e-10,-22.605481999651776,-0.17371787398881164,0.0868589369944072,2.908453646080153e-20,-1.9593895813426139,1.883208922434115e-13,1.883209173555209e-13,9.725382148903522e-09,9.725363915793935e-09,-1.776863377937631e-06,0.00018900547325777087,4,7239.2169558457335,0.8402836114843313,6082.9953679766595,-0.7640179183189862,0.35,6,converged
downward,15,True,0.16002194604642822,-4.399780539535717,9599.46770915033,2.002661454248346,-2.231140969272726e-26,1.2040376278470613e-10,-22.840170331177504,-0.1855982311060578,0.09279911555302361,2.908431319766672e-20,-2.19407791286834,8.163387171733037e-14,8.163591811451498e-14,5.780266818304183e-08,5.780266760659015e-08,-1.632730142846094e-06,0.00018996796394830579,4,8620.314535892569,0.8202432197541933,7070.754550214396,-0.7167093265856607,0.35,4,converged
downward,16,True,0.13587374920105072,-4.6412625079894925,9598.31591065498,2.0084204467251108,-6.590605959082985e-29,9.345411257281212e-11,-23.09355057472552,-0.19711621605957294,0.09855810802978852,2.908453565270305e-20,-2.447458156416357,4.807408661190887e-13,4.807418122842688e-13,9.537933018993933e-08,9.537931807453683e-08,-1.5243272729091884e-06,0.00019079801304554167,4,10415.18772244371,0.7996250953183904,8328.24547531798,-0.6603293681754568,0.35,8,converged
downward,17,True,0.1138473041003788,-4.861526958996212,9597.212803541586,2.013935982292068,3.351012578071482e-26,7.119098300671763e-11,-23.36565494869462,-0.20814728719350006,0.10407364359674581,2.9084871413021456e-20,-2.719562530385457,3.552713678800501e-15,3.552763192378851e-15,1.875680139038109e-09,1.875680105392248e-09,-1.4499534623242053e-06,0.0001914680360628283,4,12749.645571645287,0.7796340411622759,9940.05770040853,-0.5956520974804925,0.35,4,converged
downward,18,True,0.10078422793567171,-4.992157720643283,9596.528094546284,2.0173595272685834,-2.6409296587009946e-22,5.907238142584693e-11,-23.55225762010383,-0.2149943771465277,0.10749718857326095,2.6443606653062652e-20,-2.9061652017946678,7.122729282876783e-10,7.122729282878566e-10,8.724834826319845e-08,7.12272907321676e-08,-1.4185524785291957e-06,0.00019180493954312183,4,14628.432080315064,0.767574859180576,11228.416694080455,-0.5501823917698446,0.22782355800930665,3,converged
downward,19,True,0.10001767169930165,-4.999823283006983,9596.48708747891,2.017564562605441,2.2924644302278694e-29,5.838708785545108e-11,-23.563926348905778,-0.21540444782024992,0.10770222391011866,2.908453654101009e-20,-2.917833930596616,9.143251612380037e-13,9.143252308513148e-13,3.567901969645613e-08,3.5678902541909835e-08,-1.4170344666104795e-06,0.00019182284992984083,4,14754.089878341794,0.7668690081050875,11314.454270497283,-0.547334198450255,0.013968883563975862,10,converged
downward,20,True,0.09947135793285178,-5.0052864206714816,9596.457802466737,2.0177109876663115,6.132830850576724e-28,5.790046143118321e-11,-23.572295761930867,-0.21569729794198442,0.1078486489709889,2.90845424445945e-20,-2.9262033436217036,8.77129239615898e-14,8.77146766455451e-14,5.5449900684694475e-08,5.544989999095499e-08,-1.4159755247444884e-06,0.00019183547185305845,4,14844.84521836593,0.7663662908411363,11376.588968109876,-0.5452917728328643,0.01,3,converged
upward,0,True,0.6,0.0,9618.027532260936,1.9098623386953224,-2.908453631176365e-21,1.0802293920592036e-09,-20.646092418309163,0.0,0.0,0.0,0.0,2.0263468210561267e-13,2.0263498672936824e-13,3.513613661042118e-08,3.51361307673175e-08,-7.060337442780258e-06,0.0001712130545410668,4,1963.7410180763015,0.958282846091975,1881.8193317897108,0.9544834174768454,0.0,0,seed
upward,1,True,0.6191084547904981,0.19108454790498192,9618.868596779546,1.9056570161022683,-2.508638392090463e-24,1.1450768198272787e-09,-20.587794110638537,0.008410645186107653,-0.004205322593054043,2.9059449927842743e-20,0.0582983076706273,4.5644883739309074e-14,4.5645655047409574e-14,2.6535473266664432e-08,2.653547287408515e-08,-7.421804826930819e-06,0.00017035110290258916,4,1899.8856523940447,0.9598332136142764,1823.573351237032,0.9563229746139671,0.2,3,converged
upward,2,True,0.643043392613486,0.4304339261348595,9619.935336340386,1.9003233182980654,-7.778091518374056e-29,1.2295883386600439e-09,-20.516586407597504,0.01907804079450997,-0.009539020397257012,2.9084535533954497e-20,0.1295060107116578,8.156882553843282e-14,8.156923111125119e-14,2.572243535764235e-08,2.572243406432129e-08,-7.887290561354288e-06,0.00016926771125751381,4,1825.5766751082883,0.9616117119777985,1755.4959118976183,0.9584179540244666,0.25,4,converged
upward,3,True,0.6730316281352967,0.7303162813529671,9621.294325895367,1.8935283705231707,5.511089311412117e-29,1.3408041977960282e-09,-20.42999625539117,0.03266793634430796,-0.016333968172151703,2.908453686287258e-20,0.2160961629179932,9.73074232906326e-14,9.730757047969555e-14,1.6924895284726767e-08,1.6924892487446417e-08,-8.489962843096376e-06,0.0001679043144726579,4,1740.3502035946135,0.963613018098999,1677.024112235013,0.9607561192176223,0.3125,4,converged
upward,4,True,0.7066997061751452,1.0669970617514521,9622.852531340966,1.8857373432951698,-8.389678283457164e-29,1.4730242835439581e-09,-20.335948213828583,0.04824999080030227,-0.024124995400152522,2.908453547279582e-20,0.3101442044805801,1.4224942227596205e-14,1.4254890138879514e-14,9.23532074850156e-08,9.235320747406043e-08,-9.191587842298643e-06,0.00016636533980994106,4,1653.736137027281,0.9655990506215574,1596.8460438921043,0.963056522642112,0.35,4,converged
upward,5,True,0.7404430748879217,1.4044307488792176,9624.451850227413,1.8777407488629398,-8.389678283457164e-29,1.6137106521059909e-09,-20.24472955695823,0.06424317966476546,-0.032121589832382634,2.908453547279582e-20,0.40136286135093424,8.318665643301613e-13,8.318667136873783e-13,4.9848898093502385e-08,4.984882868349644e-08,-9.92037700053849e-06,0.00016481370025327608,4,1575.2197383399225,0.9673518715961916,1523.7917620583873,0.9650705232161064,0.35,3,converged
upward,6,True,0.7742524881811055,1.742524881811055,9626.09545100114,1.8695227449943084,1.6334359323569545e-23,1.7632746643121398e-09,-20.156093151954458,0.0806791874020308,-0.04033959370101398,2.924787990499934e-20,0.4899992663547044,5.449393346012633e-13,5.449395065134257e-13,4.328553168616621e-08,4.328549738382724e-08,-1.0675317792479788e-05,0.00016324923808151427,4,1503.7255067287715,0.9689030296865234,1456.9641992864094,0.9668402305683756,0.35,3,converged
upward,7,True,0.8081200306630509,2.081200306630509,9627.786644360272,1.861066778198639,1.6334359323569545e-23,1.9221512110102272e-09,-20.069820855710294,0.09759112099335718,-0.04879556049668332,2.924787990499934e-20,0.5762715625988689,3.8429795972736094e-13,3.842979935424735e-13,1.6121509342671734e-08,1.61214635389171e-08,-1.145539943717306e-05,0.00016167167616799278,4,1438.363409283195,0.9702788147935502,1395.6135440017085,0.9684000706565757,0.35,3,converged
upward,8,True,0.8420388732986834,2.420388732986834,9629.528900477284,1.8523554976135785,-2.7053787933209346e-24,2.090799106094473e-09,-19.985719496632214,0.11501368216348774,-0.057506841081743976,2.905748252383044e-20,0.6603729216769485,2.598116907771937e-13,2.5981183077766324e-13,2.6971763849274364e-08,2.697175133579347e-08,-1.2259617599342084e-05,0.0001600806332154857,4,1378.3824457089402,0.9715009809042078,1339.0998980673762,0.9697780939950044,0.35,3,converged
upward,9,True,0.8760030775571892,2.760030775571893,9631.325867931047,1.8433706603447622,1.2970875691611095e-23,2.269701527263894e-09,-19.903617499884945,0.13298335670112338,-0.06649167835056023,2.921424506867976e-20,0.7424749184242174,1.734500110013752e-13,1.7345086445857633e-13,5.441186270672732e-08,5.4411859942173265e-08,-1.3086978442616143e-05,0.00015847564205219973,4,1323.1499217368676,0.9725876687880648,1286.8792978391705,0.9709973680706583,0.35,3,converged
upward,10,True,0.9100074371593408,3.1000743715934087,9633.181394560674,1.8340930271966327,1.2647292332728773e-23,2.459366491167615e-09,-19.82336204408272,0.1515386229973764,-0.07576931149868964,2.9211009235090935e-20,0.8227303742264418,1.264839014636406e-13,1.2648421004985408e-13,2.7939664934616597e-08,2.7939662071629836e-08,-1.3936502085394021e-05,0.0001568561554626458,4,1272.1296766399505,0.9735540436576832,1238.4869907497648,0.9720769433167931,0.35,3,converged
upward,11,True,0.9440473489405866,3.4404734894058664,9635.09954994075,1.8245022502962456,1.109962578970038e-23,2.6603273490734076e-09,-19.74481665816307,0.1707201767981583,-0.08536008839907687,2.919553256966065e-20,0.9012757601460916,9.08580092414131e-14,9.086054156623204e-14,6.783586105661033e-08,6.783586044814324e-08,-1.4807225508469614e-05,0.00015522155427004017,4,1224.8599540970133,0.9744125942105409,1193.5189654162748,0.9730323703766385,0.35,3,converged
upward,12,True,0.9781187061911625,3.7811870619116252,9637.08465015239,1.8145767492380473,2.1777689578338173e-23,2.8731432881687014e-09,-19.667859184134905,0.19057117891454292,-0.09528558945727504,2.930231320754703e-20,0.9782332341742587,6.930317373930832e-14,6.930463942334688e-14,4.507274832707097e-08,4.507274779427343e-08,-1.5698204953438106e-05,0.0001535711562299567,4,1180.9476941169034,0.9751738193258824,1151.6292732960746,0.9738765996818102,0.35,3,converged
upward,13,True,1.0122178098451955,4.122178098451956,9639.14128455849,1.8042935772075617,1.082101169438424e-23,3.098399826491122e-09,-19.592380043727516,0.2111375229755241,-0.10556876148776077,2.919274642870749e-20,1.0537123745816468,7.848495311292066e-14,7.848566780339298e-14,3.3494091025432834e-08,3.349409010588438e-08,-1.6608517878402435e-05,0.00015190421822091003,4,1140.0511484170029,0.9758462812498967,1112.5146736174063,0.9746201382590101,0.35,3,converged
upward,14,True,1.0463412932068845,4.463412932068845,9641.274345366552,1.793628273167244,-4.102578808314085e-25,3.336709283881927e-09,-19.518280759976772,0.23246813105615374,-0.11623406552807845,2.9080433732955335e-20,1.1278116583323914,3.224410544676935e-14,3.2244199508552005e-14,7.788379782803807e-09,7.788379115346383e-09,-1.7537264492079122e-05,0.00015021994135204476,4,1101.8737664255152,0.9764369383170011,1075.9102469003524,0.9752714930291358,0.35,3,converged
upward,15,True,1.0804860573879003,4.804860573879004,9643.489059884661,1.7825547005766909,-4.435668998411272e-24,3.5887112139435988e-09,-19.44547269223023,0.2546152762372597,-0.1273076381186315,2.9040179621779535e-20,1.2006197260789335,3.223137566603774e-14,3.2232427793878916e-14,2.6043072669525887e-08,2.604307247007523e-08,-1.8483568919985662e-05,0.00014851747387919476,4,1066.1576176316587,0.9769513690991983,1041.5841442207886,0.9758374734337435,0.35,3,converged
upward,16,True,1.1146492149354166,5.146492149354165,9645.791025956636,1.7710448702168125,-4.435668998411272e-24,3.855072778271402e-09,-19.373875951180295,0.27763493695700964,-0.13881746847850987,2.9040179621779535e-20,1.2722164671288687,6.766374093774485e-14,6.766376986751775e-14,6.256995072784637e-09,6.256991414172857e-09,-1.94465800359055e-05,0.0001467959107710146,4,1032.6782891115204,0.9773939966759805,1009.3335602752225,0.9763234792325368,0.35,3,converged
upward,17,True,1.148828039643748,5.48828039643748,9648.186251191271,1.7590687440436414,5.552560861906318e-24,4.136489041973104e-09,-19.303418466407802,0.3015871893033508,-0.15079359465168096,2.914006192038271e-20,1.3426739519013624,4.5558827951266597e-14,4.55588709954915e-14,6.262661416310563e-09,6.262659759181956e-09,-2.042547199334676e-05,0.00014505429698933366,4,1001.2368486534441,0.977767943980079,978.9772949449716,0.9767333727921053,0.35,3,converged
upward,18,True,1.183019920603529,5.83019920603529,9650.681196168109,1.7465940191594584,-5.938840703335104e-25,4.4336831639477236e-09,-19.234035184338836,0.32653663907173086,-0.16326831953586401,2.9078597471060314e-20,1.4120572339703272,2.0434938113072822e-14,2.043683955995177e-14,2.7877502490537065e-08,2.7877502415640348e-08,-2.1419444464662367e-05,0.00014329162605773106,4,971.6589328569909,0.9780753157502102,950.3556175556137,0.9770698120537893,0.35,3,converged
upward,19,True,1.1996616086761107,5.996616086761106,9651.933367230444,1.7403331638477735,-2.0581022945048361e-25,4.5842282955423525e-09,-19.2006440560816,0.33905834969508425,-0.16952917484754892,2.9082478209469145e-20,1.4454483622275613,7.811948114714934e-14,7.812081995136478e-14,4.57356731487681e-08,4.573567248160252e-08,-2.1908331473302793e-05,0.0001424259821644933,4,957.8941165411925,0.978201236136346,937.0132088883275,0.9772075161465285,0.17031001882622326,3,converged
upward,20,True,1.2006388199708975,6.006388199708976,9652.007692995605,1.739961535021981,-2.5057229841156545e-23,4.593191288138571e-09,-19.19869078471503,0.33980160734669096,-0.1699008036733413,2.883396401335208e-20,1.4474016335941335,2.7293757736835295e-13,2.729386246890365e-13,7.561134250628823e-08,7.561133758011438e-08,-2.1937140567168857e-05,0.0001423749892297464,4,957.0978313289216,0.9782081140688157,936.240864563618,0.9772150356604219,0.01,2,converged
anchor,1,True,0.09999999999999998,-5.0,9596.486140968927,2.017569295155368,3.600612547416158e-31,5.837132376564394e-11,-23.564196378099975,-0.2154139129200933,0.10770695646004577,2.908453631536426e-20,-2.918103959790812,6.531700939881149e-13,6.531749085581644e-13,2.5078855536763245e-07,2.5078854686183803e-07,-1.4169999136030565e-06,0.0001918232603711382,4,14757.020354034245,0.7668527434649886,11316.461543859838,0.5472683010185025,0.0,10,maximum anchor Newton iterations reached
anchor,2,True,0.2,-3.9999999999999996,9601.280436532808,1.993597817335954,-5.360254239749631e-34,1.7066957198626076e-10,-22.49129175634505,-0.16747095728126843,0.08373547864063179,2.908453631175829e-20,-1.8451993380358849,2.9435675262108006e-13,2.943640791957106e-13,2.0768503069508e-07,2.0768502860908714e-07,-1.8656589366461094e-06,0.00018846477568114893,4,6653.539914370425,0.8501046010176754,5656.204894261048,0.7850209919754844,0.0,10,maximum anchor Newton iterations reached
anchor,3,True,0.3,-2.9999999999999996,9605.528692291842,1.9723565385407882,-2.5709919673953208e-30,3.2670000858574073e-10,-21.841978771041326,-0.12498839969093439,0.06249419984546582,2.9084536286053727e-20,-1.1958863527321622,6.553311526457964e-14,6.553675937082986e-14,6.911096538671275e-08,6.911096507601031e-08,-2.7009884588334392e-06,0.0001843729221711085,4,4179.567061004826,0.9017149379014833,3768.778052869052,0.87756706306373,0.0,10,maximum anchor Newton iterations reached
anchor,4,True,0.4,-1.9999999999999996,9609.626417141502,1.9518679142924868,-8.93040549675632e-31,5.27312112602442e-10,-21.363228498667063,-0.08401115119433952,0.04200557559716454,2.908453630283324e-20,-0.7171360803579,4.90192679609533e-14,4.9034488815811126e-14,1.2216636208739466e-07,1.2216636198904972e-07,-3.861936273980673e-06,0.00018007733448140314,4,3035.5520023475046,0.930714739042307,2825.23298971421,0.9195500995657468,0.0,10,maximum anchor Newton iterations reached
anchor,5,True,0.5,-0.9999999999999998,9613.754088156957,1.9312295592152149,-2.120588047301484e-31,7.765038425628708e-10,-20.976219524784284,-0.0427344410397839,0.021367220519892514,2.908453630964306e-20,-0.33012710647512095,6.534026264211182e-14,6.534593043633512e-14,8.606407232192013e-08,8.60640720738869e-08,-5.322826529118609e-06,0.00017568198658611645,4,2383.8544299190276,0.9477061481280561,2259.1934994765647,0.9415926336662435,0.0,10,maximum anchor Newton iterations reached
anchor,6,True,0.6,0.0,9618.02753226348,1.9098623386826004,1.2055135425083891e-29,1.0802293920590578e-09,-20.646092418309298,2.5446386989723472e-11,-1.2722083312498201e-11,2.9084536432315004e-20,-1.3632626104354981e-13,5.4430107437348766e-14,5.443186243842149e-14,4.3709595842723984e-08,4.3709595503823964e-08,-7.060337442082391e-06,0.00017121305505542376,4,1963.7402488105267,0.9582828362069993,1881.81857520399,0.9544834057082969,0.0,10,maximum anchor Newton iterations reached
anchor,7,True,0.7,0.9999999999999998,9622.539576203702,1.8873021189814947,1.0410290818339857e-29,1.4460766637418543e-09,-20.35441169681312,0.04512043942766062,-0.02256021971382764,2.9084536415866557e-20,0.2916807214960416,9.656623016820227e-14,9.657424897288838e-14,1.2444901721336865e-07,1.2444901683871576e-07,-9.049905566830904e-06,0.00016667230218637578,4,1670.273110914317,0.965223908869533,1612.187540996392,0.9626235072117367,0.0,10,maximum anchor Newton iterations reached
anchor,8,True,0.8,2.0000000000000004,9627.376893467297,1.8631155326635154,-2.4998032771931385e-30,1.8832097722035667e-09,-20.09028819028797,0.09349361206361256,-0.04674680603180713,2.9084536286765617e-20,0.555804228021191,2.182932353479228e-14,2.1841927816466526e-14,7.41919640914426e-08,7.419196405932864e-08,-1.1266244956899232e-05,0.0001620508928746694,4,1453.5082599851733,0.9699638949894175,1409.8505332545096,0.968043827546854,0.0,10,maximum anchor Newton iterations reached
anchor,9,True,0.9,3.0000000000000004,9632.62921231579,1.8368539384210563,2.1412270781050747e-25,2.4024216649355e-09,-19.84678858126167,0.1460168005485283,-0.07300840027426608,2.908667753884175e-20,0.7993038370474923,2.2060019748458847e-14,2.206002083085642e-14,6.9105652079794e-10,6.910529997711034e-10,-1.3684341784910793e-05,0.0001573341232992862,4,1286.7300513145694,0.9732814499857804,1252.3504900837218,0.9717728651483741,0.0,2,converged
anchor,10,True,1.0,4.0,9638.396041871685,1.8080197906415734,-5.045327454181284e-30,3.0162413983972354e-09,-19.619254350747294,0.20368509610748603,-0.10184254805374895,2.908453626131037e-20,1.0268380675618691,7.105427357601002e-15,7.108801231597188e-15,2.1899090452215193e-08,2.189909044068798e-08,-1.62802641301778e-05,0.00015250329182406016,4,1154.3740520774916,0.97561514110675,1126.2248037075526,0.9743648047934663,0.0,10,maximum anchor Newton iterations reached
anchor,11,True,1.1,5.000000000000001,9644.793018741439,1.776034906292808,2.9269873282367644e-30,3.7390702655409904e-09,-19.40442884852545,0.26765486480503503,-0.1338274324025145,2.908453634103352e-20,1.2416635697837126,1.1898187687415717e-14,1.191456907878458e-14,6.245687218395294e-08,6.245687217261977e-08,-1.903170548650506e-05,0.00014753641352630847,4,1046.7720474050684,0.9772128221479315,1022.9190665902752,0.976124658252584,0.0,10,maximum anchor Newton iterations reached
anchor,12,True,1.2,5.999999999999999,9651.95909482891,1.7402045258554553,-3.293343966484096e-31,4.587330469634201e-09,-19.1999675790967,0.3393156256797328,-0.16965781283986717,2.9084536308470306e-20,1.4461248392124633,1.3187931704230982e-14,1.318802179338511e-14,4.8746153836683185e-09,4.874615205273171e-09,-2.191830630133943e-05,0.00014240832627750153,4,957.6183394456722,0.9782036379459146,936.7457434094822,0.9772101420205068,0.0,10,maximum anchor Newton iterations reached
