run,step_index,W_a0_m_s,eigenvalue_index,real_s_inv,imag_s_inv
downward,13,0.21344050392861535,0,-45.93901641649192,0.0
downward,13,0.21344050392861535,1,-47.59355098414253,0.0
downward,13,0.21344050392861535,2,-1.9576669327841376e-06,0.00018793585592506425
downward,13,0.21344050392861535,3,-1.9576669327841376e-06,-0.00018793585592506425
downward,14,0.1859818892684016,0,-52.72151028440821,0.0
downward,14,0.1859818892684016,1,-1.776863377937631e-06,0.00018900547325777087
downward,14,0.1859818892684016,2,-1.776863377937631e-06,-0.00018900547325777087
downward,14,0.1859818892684016,3,-54.289501952751344,0.0
downward,15,0.16002194604642822,0,-61.27437904404841,0.0
downward,15,0.16002194604642822,1,-1.632730142846094e-06,0.00018996796394830579
downward,15,0.16002194604642822,2,-1.632730142846094e-06,-0.00018996796394830579
downward,15,0.16002194604642822,3,-62.75195044880842,0.0
downward,16,0.13587374920105072,0,-72.1643786697764,0.0
downward,16,0.13587374920105072,1,-1.5243272729091884e-06,0.00019079801304554167
downward,16,0.13587374920105072,2,-1.5243272729091884e-06,-0.00019079801304554167
downward,16,0.13587374920105072,3,-73.54848547511244,0.0
downward,17,0.1138473041003788,0,-86.1262733127918,0.0
downward,17,0.1138473041003788,1,-1.4499534623242053e-06,0.0001914680360628283
downward,17,0.1138473041003788,2,-1.4499534623242053e-06,-0.0001914680360628283
downward,17,0.1138473041003788,3,-87.41510541054646,0.0
downward,18,0.10078422793567171,0,-97.28946503703541,0.0
downward,18,0.10078422793567171,1,-1.4185524785291957e-06,0.00019180493954312183
downward,18,0.10078422793567171,2,-1.4185524785291957e-06,-0.00019180493954312183
downward,18,0.10078422793567171,3,-98.51609075418753,0.0
downward,19,0.10001767169930165,0,-98.03511147779821,0.0
downward,19,0.10001767169930165,1,-1.4170344666104795e-06,0.00019182284992984083
downward,19,0.10001767169930165,2,-1.4170344666104795e-06,-0.00019182284992984083
downward,19,0.10001767169930165,3,-99.25793239235826,0.0
downward,20,0.09947135793285178,0,-98.5735369561616,0.0
downward,20,0.09947135793285178,1,-1.4159755247444884e-06,0.00019183547185305845
downward,20,0.09947135793285178,2,-1.4159755247444884e-06,-0.00019183547185305845
downward,20,0.09947135793285178,3,-99.79363504008714,0.0
upward,0,0.6,0,-16.342094105168357,0.0
upward,0,0.6,1,-18.718353955344764,0.0
upward,0,0.6,2,-7.060337442780258e-06,0.0001712130545410668
upward,0,0.6,3,-7.060337442780258e-06,-0.0001712130545410668
upward,1,0.6191084547904981,0,-15.837704830206953,0.0
upward,1,0.6191084547904981,1,-18.23550603988415,0.0
upward,1,0.6191084547904981,2,-7.421804826930819e-06,0.00017035110290258916
upward,1,0.6191084547904981,3,-7.421804826930819e-06,-0.00017035110290258916
upward,2,0.643043392613486,0,-15.248205197036382,0.0
upward,2,0.643043392613486,1,-17.671743883826718,0.0
upward,2,0.643043392613486,2,-7.887290561354288e-06,0.00016926771125751381
upward,2,0.643043392613486,3,-7.887290561354288e-06,-0.00016926771125751381
upward,3,0.6730316281352967,0,-14.568792909258502,0.0
upward,3,0.6730316281352967,1,-17.022717467165748,0.0
upward,3,0.6730316281352967,2,-8.489962843096376e-06,0.0001679043144726579
upward,3,0.6730316281352967,3,-8.489962843096376e-06,-0.0001679043144726579
upward,4,0.7066997061751452,0,-13.874718292883221,0.0
upward,4,0.7066997061751452,1,-16.36042624237118,0.0
upward,4,0.7066997061751452,2,-9.191587842298643e-06,0.00016636533980994106
upward,4,0.7066997061751452,3,-9.191587842298643e-06,-0.00016636533980994106
upward,5,0.7404430748879217,0,-13.24242285041871,0.0
upward,5,0.7404430748879217,1,-15.757655475862787,0.0
upward,5,0.7404430748879217,2,-9.92037700053849e-06,0.00016481370025327608
upward,5,0.7404430748879217,3,-9.92037700053849e-06,-0.00016481370025327608
upward,6,0.7742524881811055,0,-12.664165015537096,0.0
upward,6,0.7742524881811055,1,-15.206776963433438,0.0
upward,6,0.7742524881811055,2,-1.0675317792479788e-05,0.00016324923808151427
upward,6,0.7742524881811055,3,-1.0675317792479788e-05,-0.00016324923808151427
upward,7,0.8081200306630509,0,-12.133423142367572,0.0
upward,7,0.8081200306630509,1,-14.701374546553724,0.0
upward,7,0.8081200306630509,2,-1.145539943717306e-05,0.00016167167616799278
upward,7,0.8081200306630509,3,-1.145539943717306e-05,-0.00016167167616799278
upward,8,0.8420388732986834,0,-11.644668234250965,0.0
upward,8,0.8420388732986834,1,-14.236017611941914,0.0
upward,8,0.8420388732986834,2,-1.2259617599342084e-05,0.0001600806332154857
upward,8,0.8420388732986834,3,-1.2259617599342084e-05,-0.0001600806332154857
upward,9,0.8760030775571892,0,-11.193184866033814,0.0
upward,9,0.8760030775571892,1,-13.806082709622522,0.0
upward,9,0.8760030775571892,2,-1.3086978442616143e-05,0.00015847564205219973
upward,9,0.8760030775571892,3,-1.3086978442616143e-05,-0.00015847564205219973
upward,10,0.9100074371593408,0,-10.774928967563667,0.0
upward,10,0.9100074371593408,1,-13.40761195693884,0.0
upward,10,0.9100074371593408,2,-1.3936502085394021e-05,0.0001568561554626458
upward,10,0.9100074371593408,3,-1.3936502085394021e-05,-0.0001568561554626458
upward,11,0.9440473489405866,0,-10.386414037823966,0.0
upward,11,0.9440473489405866,1,-13.037199805212072,0.0
upward,11,0.9440473489405866,2,-1.4807225508469614e-05,0.00015522155427004017
upward,11,0.9440473489405866,3,-1.4807225508469614e-05,-0.00015522155427004017
upward,12,0.9781187061911625,0,-10.024619462823157,0.0
upward,12,0.9781187061911625,1,-12.691901848148236,0.0
upward,12,0.9781187061911625,2,-1.5698204953438106e-05,0.0001535711562299567
upward,12,0.9781187061911625,3,-1.5698204953438106e-05,-0.0001535711562299567
upward,13,1.0122178098451955,0,-9.686916143504716,0.0
upward,13,1.0122178098451955,1,-12.369160883733487,0.0
upward,13,1.0122178098451955,2,-1.6608517878402435e-05,0.00015190421822091003
upward,13,1.0122178098451955,3,-1.6608517878402435e-05,-0.00015190421822091003
upward,14,1.0463412932068845,0,-9.37100578523818,0.0
upward,14,1.0463412932068845,1,-12.066746587109622,0.0
upward,14,1.0463412932068845,2,-1.7537264492079122e-05,0.00015021994135204476
upward,14,1.0463412932068845,3,-1.7537264492079122e-05,-0.00015021994135204476
upward,15,1.0804860573879003,0,-9.074871038077568,0.0
upward,15,1.0804860573879003,1,-11.782705991693616,0.0
upward,15,1.0804860573879003,2,-1.8483568919985662e-05,0.00014851747387919476
upward,15,1.0804860573879003,3,-1.8483568919985662e-05,-0.00014851747387919476
upward,16,1.1146492149354166,0,-8.79673431481331,0.0
upward,16,1.1146492149354166,1,-11.515322608721243,0.0
upward,16,1.1146492149354166,2,-1.94465800359055e-05,0.0001467959107710146
upward,16,1.1146492149354166,3,-1.94465800359055e-05,-0.0001467959107710146
upward,17,1.148828039643748,0,-8.535023592250974,0.0
upward,17,1.148828039643748,1,-11.263082492968413,0.0
upward,17,1.148828039643748,2,-2.042547199334676e-05,0.00014505429698933366
upward,17,1.148828039643748,3,-2.042547199334676e-05,-0.00014505429698933366
upward,18,1.183019920603529,0,-8.28834386779592,0.0
upward,18,1.183019920603529,1,-11.024645939613292,0.0
upward,18,1.183019920603529,2,-2.1419444464662367e-05,0.00014329162605773106
upward,18,1.183019920603529,3,-2.1419444464662367e-05,-0.00014329162605773106
upward,19,1.1996616086761107,0,-8.173368704496173,0.0
upward,19,1.1996616086761107,1,-10.913253844487881,0.0
upward,19,1.1996616086761107,2,-2.1908331473302793e-05,0.0001424259821644933
upward,19,1.1996616086761107,3,-2.1908331473302793e-05,-0.0001424259821644933
upward,20,1.2006388199708975,0,-8.16671635915503,0.0
upward,20,1.2006388199708975,1,-10.9068033656101,0.0
upward,20,1.2006388199708975,2,-2.1937140567168857e-05,0.0001423749892297464
upward,20,1.2006388199708975,3,-2.1937140567168857e-05,-0.0001423749892297464
anchor,1,0.09999999999999998,0,-98.05243594224702,0.0
anchor,1,0.09999999999999998,1,-1.4169999136030565e-06,0.0001918232603711382
anchor,1,0.09999999999999998,2,-1.4169999136030565e-06,-0.0001918232603711382
anchor,1,0.09999999999999998,3,-99.27516892767693,0.0
anchor,2,0.2,0,-49.02623230629991,0.0
anchor,2,0.2,1,-1.8656589366461094e-06,0.00018846477568114893
anchor,2,0.2,2,-1.8656589366461094e-06,-0.00018846477568114893
anchor,2,0.2,3,-50.63945755695645,0.0
anchor,3,0.3,0,-32.68416333467772,0.0
anchor,3,0.3,1,-34.566569497848924,0.0
anchor,3,0.3,2,-2.7009884588334392e-06,0.0001843729221711085
anchor,3,0.3,3,-2.7009884588334392e-06,-0.0001843729221711085
anchor,4,0.4,0,-24.513128620798582,0.0
anchor,4,0.4,1,-26.599779380276654,0.0
anchor,4,0.4,2,-3.861936273980673e-06,0.00018007733448140314
anchor,4,0.4,3,-3.861936273980673e-06,-0.00018007733448140314
anchor,5,0.5,0,-19.610507825724653,0.0
anchor,5,0.5,1,-21.85805492666988,0.0
anchor,5,0.5,2,-5.322826529118609e-06,0.00017568198658611645
anchor,5,0.5,3,-5.322826529118609e-06,-0.00017568198658611645
anchor,6,0.6,0,-16.342094105168705,0.0
anchor,6,0.6,1,-18.718353955433574,0.0
anchor,6,0.6,2,-7.060337442082391e-06,0.00017121305505542376
anchor,6,0.6,3,-7.060337442082391e-06,-0.00017121305505542376
anchor,7,0.7,0,-14.007513077489524,0.0
anchor,7,0.7,1,-16.48708596392837,0.0
anchor,7,0.7,2,-9.049905566830904e-06,0.00016667230218637578
anchor,7,0.7,3,-9.049905566830904e-06,-0.00016667230218637578
anchor,8,0.8,0,-12.256577547115034,0.0
anchor,8,0.8,1,-14.818637738961431,0.0
anchor,8,0.8,2,-1.1266244956899232e-05,0.0001620508928746694
anchor,8,0.8,3,-1.1266244956899232e-05,-0.0001620508928746694
anchor,9,0.9,0,-10.894739073920649,0.0
anchor,9,0.9,1,-13.521779777453617,0.0
anchor,9,0.9,2,-1.3684341784910793e-05,0.0001573341232992862
anchor,9,0.9,3,-1.3684341784910793e-05,-0.0001573341232992862
anchor,10,1.0,0,-9.805268599477287,0.0
anchor,10,1.0,1,-12.482325593018913,0.0
anchor,10,1.0,2,-1.62802641301778e-05,0.00015250329182406016
anchor,10,1.0,3,-1.62802641301778e-05,-0.00015250329182406016
anchor,11,1.1,0,-8.913884004207638,0.0
anchor,11,1.1,1,-11.628022307940537,0.0
anchor,11,1.1,2,-1.903170548650506e-05,0.00014753641352630847
anchor,11,1.1,3,-1.903170548650506e-05,-0.00014753641352630847
anchor,12,1.2,0,-8.171063886352146,0.0
anchor,12,1.2,1,-10.911019035604534,0.0
anchor,12,1.2,2,-2.191830630133943e-05,0.00014240832627750153
anchor,12,1.2,3,-2.191830630133943e-05,-0.00014240832627750153
