iteration,residual_norm,augmented_norm,correction_norm,jacobian_condition,min_singular_value,linear_solver,run,step_index,W_a0_m_s,ds_scaled
1,0.0005581187053691376,0.0005581187053691376,8.280158197012371e-07,1653.7952813382883,0.9655649687665316,solve,upward,4,0.7066997061751452,0.35
2,1.4582319679814633e-07,1.4582319679814633e-07,2.133302855678887e-10,1653.7951580364534,0.9655649778372684,solve,upward,4,0.7066997061751452,0.35
3,9.23532074850156e-08,9.23532074850156e-08,0.0,1653.7945141132152,0.9655649660613312,not_needed,upward,4,0.7066997061751452,0.35
0,0.9280646009919388,0.9280646009919388,0.0014374034815584436,1573.9447921869687,0.9673179722845263,solve,upward,5,0.7404430748879217,0.35
1,0.0004642371316822563,0.0004642371316822563,6.922596280571213e-07,1575.2648248738112,0.967324163291794,solve,upward,5,0.7404430748879217,0.35
2,4.9848898093502385e-08,4.9848898093502385e-08,0.0,1575.2648416452248,0.9673241741794754,not_needed,upward,5,0.7404430748879217,0.35
0,0.8470656099753222,0.8470656099753222,0.0013169867842723463,1502.615728627215,0.968875231299898,solve,upward,6,0.7742524881811055,0.35
1,0.00039077639419839096,0.00039077639419839096,5.866259056250366e-07,1503.7610136214441,0.9688804583185969,solve,upward,6,0.7742524881811055,0.35
2,4.328553168616621e-08,4.328553168616621e-08,0.0,1503.7605400409152,0.9688804570219749,not_needed,upward,6,0.7742524881811055,0.35
0,0.7767904092926027,0.7767904092926027,0.001212652428634935,1437.3918735327888,0.970255961958574,solve,upward,7,0.8081200306630509,0.35
1,0.0003322654137027867,0.0003322654137027867,5.036063674172774e-07,1438.390538972663,0.9702603670917167,solve,upward,7,0.8081200306630509,0.35
2,1.6121509342671734e-08,1.6121509342671738e-08,0.0,1438.3907357570633,0.9702603814861251,not_needed,upward,7,0.8081200306630509,0.35
0,0.7158192271268602,0.7158192271268602,0.001122568903705727,1377.5285894583885,0.9714822123399866,solve,upward,8,0.8420388732986834,0.35
1,0.00028537114599913723,0.00028537114599913723,4.382828076438995e-07,1378.4041178163754,0.9714859183398616,solve,upward,8,0.8420388732986834,0.35
2,2.6971763849274364e-08,2.6971763849274364e-08,0.0,1378.4038176637036,0.9714859179199802,not_needed,upward,8,0.8420388732986834,0.35
0,0.6627961366349748,0.6627961366349748,0.001045099392910622,1322.3962783569825,0.9725722937904259,solve,upward,9,0.8760030775571892,0.35
1,0.0002483394800992829,0.0002483394800992829,3.88182271723958e-07,1323.1669026435986,0.9725753686048926,solve,upward,9,0.8760030775571892,0.35
2,5.441186270672732e-08,5.441186270672732e-08,0.0,1323.1666560108804,0.9725753683356455,not_needed,upward,9,0.8760030775571892,0.35
0,0.6166615264335202,0.6166615264335202,0.0009789813312766045,1271.4612225687022,0.9735414944523978,solve,upward,10,0.9100074371593408,0.35
1,0.00021783142045509038,0.00021783142045509038,3.4822112006910896e-07,1272.1419569763536,0.9735439820653562,solve,upward,10,0.9100074371593408,0.35
2,2.7939664934616597e-08,2.7939664934616597e-08,0.0,1272.142772807273,0.9735440213340377,not_needed,upward,10,0.9100074371593408,0.35
0,0.5766365760161426,0.5766365760161426,0.0009233674734230152,1224.266086851253,0.9744025017267252,solve,upward,11,0.9440473489405866,0.35
1,0.0001924600086861368,0.0001924600086861368,3.1605339513557054e-07,1224.87033228152,0.9744044645200104,solve,upward,11,0.9440473489405866,0.35
2,6.783586105661033e-08,6.783586105661033e-08,0.0,1224.8701728976341,0.9744044649180036,not_needed,upward,11,0.9440473489405866,0.35
0,0.541852914079354,0.541852914079354,0.0008772849570891604,1180.4167768118612,0.9751657722573588,solve,upward,12,0.9781187061911625,0.35
1,0.00017273193849201042,0.00017273193849201042,2.9311265500711556e-07,1180.955763705404,0.9751672690373684,solve,upward,12,0.9781187061911625,0.35
2,4.507274832707097e-08,4.507274832707097e-08,0.0,1180.9556263520853,0.9751672692846844,not_needed,upward,12,0.9781187061911625,0.35
0,0.5118353087932456,0.5118353087932456,0.0008403553510879958,1139.5746402156778,0.9758400007743799,solve,upward,13,1.0122178098451955,0.35
1,0.00015653635471867073,0.00015653635471867073,2.7576198827583055e-07,1140.0573600695286,0.9758410559954259,solve,upward,13,1.0122178098451955,0.35
2,3.3494091025432834e-08,3.3494091025432834e-08,0.0,1140.0572520490343,0.9758410567696965,not_needed,upward,13,1.0122178098451955,0.35
0,0.4860344238748828,0.4860344238748828,0.0008120756609678783,1101.44489364493,0.9764322288417805,solve,upward,14,1.0463412932068845,0.35
1,0.00014311014122409766,0.00014311014122409766,2.6270035456883107e-07,1101.87805812102,0.9764328018000649,solve,upward,14,1.0463412932068845,0.35
2,7.788379782803807e-09,7.788379782803809e-09,0.0,1101.8784015575907,0.9764328308636937,not_needed,upward,14,1.0463412932068845,0.35
0,0.4639654350317422,0.4639654350317422,0.0007919845678396894,1065.7710451580876,0.9769481154756646,solve,upward,15,1.0804860573879003,0.35
1,0.00013087972760914118,0.00013087972760914118,2.50505762589225e-07,1066.1619919424436,0.9769482662553288,solve,upward,15,1.0804860573879003,0.35
2,2.6043072669525887e-08,2.6043072669525887e-08,0.0,1066.1610711886183,0.9769482045144143,not_needed,upward,15,1.0804860573879003,0.35
0,0.44524562757431374,0.44524562757431374,0.0007797530452302201,1032.3274755090492,0.9773919657642925,solve,upward,16,1.1146492149354166,0.35
1,0.00012188337972455545,0.00012188337972455545,2.4438057195572525e-07,1032.6812653850568,0.977391659619602,solve,upward,16,1.1146492149354166,0.35
2,6.256995072784637e-09,6.256995072784639e-09,0.0,1032.6807937886824,0.9773916260922244,not_needed,upward,16,1.1146492149354166,0.35
0,0.42969142041536595,0.42969142041536595,0.0007754624425501184,1000.917289826416,0.9777670199942137,solve,upward,17,1.148828039643748,0.35
1,0.00011527857167508102,0.00011527857167508102,2.4288796353262585e-07,1001.239039710895,0.9777662770239861,solve,upward,17,1.148828039643748,0.35
2,6.262661416310563e-09,6.262661416310563e-09,0.0,1001.2385935476283,0.9777662399891509,not_needed,upward,17,1.148828039643748,0.35
0,0.4169313194011999,0.4169313194011999,0.0007786764093111781,971.3675050882714,0.9780754857022523,solve,upward,18,1.183019920603529,0.35
1,0.00010810824248316963,0.00010810824248316963,2.3854398544873145e-07,971.6601260596867,0.9780741624816526,solve,upward,18,1.183019920603529,0.35
2,2.7877502490537065e-08,2.787750249053707e-08,0.0,971.660077379287,0.9780741636715143,not_needed,upward,18,1.183019920603529,0.35
0,0.09716837814882802,0.09716837814882802,0.00018621248705909816,957.8289242797437,0.9782014186510718,solve,upward,19,1.1996616086761107,0.17031001882622326
1,5.941172450747483e-06,5.941172450747483e-06,1.3555088298005502e-08,957.8943160676564,0.9782010374984219,solve,upward,19,1.1996616086761107,0.17031001882622326
2,4.57356731487681e-08,4.57356731487681e-08,0.0,957.8943112871817,0.9782010372618647,not_needed,upward,19,1.1996616086761107,0.17031001882622326
0,0.0003344825288540644,0.0003344825288540644,6.466949462112398e-07,957.0976124078412,0.978208115179457,solve,upward,20,1.2006388199708975,0.01
1,7.561134250628823e-08,7.561134250628823e-08,0.0,957.0978319282382,0.9782081134562807,not_needed,upward,20,1.2006388199708975,0.01
0,0.00046271576187518695,0.00046271576187518695,6.976097992599729e-07,20678.094459198794,0.5472681636546729,solve,anchor,100,0.1,0.0
1,3.0303913743329233e-07,3.0303913743329233e-07,6.025774178947509e-11,20678.084925803574,0.5472681621088695,solve,anchor,100,0.1,0.0
2,7.167424459435326e-08,7.167424459435326e-08,1.4248228440141806e-11,20678.084905744596,0.5472681620943295,solve,anchor,100,0.1,0.0
3,1.4130440226788842e-07,1.4130440226788842e-07,2.8093249300479676e-11,20678.08492390821,0.5472681621008245,solve,anchor,100,0.1,0.0
4,2.7814478395339484e-07,2.7814478395339484e-07,5.530391540584838e-11,20678.077720954432,0.5472681594626442,solve,anchor,100,0.1,0.0
5,2.3286076810938754e-08,2.3286076810938754e-08,4.6314436638906316e-12,20678.0849181984,0.5472681621167003,solve,anchor,100,0.1,0.0
6,4.8360620609705006e-08,4.8360620609705006e-08,9.612893350994964e-12,20678.077754217902,0.5472681594501407,solve,anchor,100,0.1,0.0
7,9.967351443478083e-08,9.967351443478083e-08,1.981395715143815e-11,20678.084912848142,0.5472681621186222,solve,anchor,100,0.1,0.0
8,2.003051813260945e-07,2.003051813260945e-07,3.982479153970944e-11,20678.084963445817,0.5472681621199709,solve,anchor,100,0.1,0.0
9,1.283361376438666e-07,1.283361376438666e-07,2.5513728722471936e-11,20678.08490285163,0.5472681621168604,solve,anchor,100,0.1,0.0
0,2.275114007060363,2.275114007060363,0.003471060135490257,7221.509734077338,0.7850360376008279,solve,anchor,200,0.2,0.0
1,0.0026233940849723645,0.0026233940849723645,3.986078617931953e-06,7205.18464631181,0.7850207836284508,solve,anchor,200,0.2,0.0
2,7.698147332610765e-08,7.698147332610765e-08,3.1492845245183475e-11,7205.165915951487,0.7850207664828706,solve,anchor,200,0.2,0.0
3,1.1271351891548062e-07,1.1271351891548062e-07,4.504434145751849e-11,7205.165911208043,0.7850207664774257,solve,anchor,200,0.2,0.0
4,2.3303271663094025e-07,2.3303271663094025e-07,9.312485634847254e-11,7205.165915716,0.7850207664771646,solve,anchor,200,0.2,0.0
5,6.599506635193407e-08,6.599506635193407e-08,2.6371910771477804e-11,7205.165928032375,0.7850207665250426,solve,anchor,200,0.2,0.0
6,1.3671477067945447e-07,1.3671477067945447e-07,5.463526163530351e-11,7205.1659138967125,0.785020766471509,solve,anchor,200,0.2,0.0
7,9.511479548602409e-09,9.511479548602409e-09,3.802736259497667e-12,7205.171092625571,0.7850207778104047,solve,anchor,200,0.2,0.0
8,1.95833229968916e-08,1.95833229968916e-08,7.824724081627729e-12,7205.168502638186,0.7850207721502781,solve,anchor,200,0.2,0.0
9,2.3407826333583833e-07,2.3407826333583833e-07,9.35408009550328e-11,7205.168487682979,0.7850207721076693,solve,anchor,200,0.2,0.0
0,0.34249887437493076,0.34249887437493076,0.0005293970012297482,4296.044719082613,0.8775694786218884,solve,anchor,300,0.3,0.0
1,6.009368284786336e-05,6.009368284786336e-05,9.197848306711918e-08,4294.576723944971,0.8775668693406072,solve,anchor,300,0.3,0.0
2,8.108206037675065e-08,8.108206037675065e-08,4.8968189615022474e-11,4294.576477263031,0.8775668689403635,solve,anchor,300,0.3,0.0
3,1.638636583342023e-08,1.638636583342023e-08,9.896272405740187e-12,4294.576477867681,0.8775668689365841,solve,anchor,300,0.3,0.0
4,3.5962933344799986e-08,3.5962933344799986e-08,2.1722443003666044e-11,4294.576458373702,0.8775668688755183,solve,anchor,300,0.3,0.0
5,7.783687621955513e-08,7.783687621955513e-08,4.700951217569016e-11,4294.574881963534,0.8775668616193746,solve,anchor,300,0.3,0.0
6,1.685809813459756e-07,1.685809813459756e-07,1.0181140623063361e-10,4294.574883435351,0.877566861626206,solve,anchor,300,0.3,0.0
7,1.518739207665797e-08,1.518739207665797e-08,9.170370169407308e-12,4294.5780398573625,0.8775668761182948,solve,anchor,300,0.3,0.0
8,3.2174291769172287e-08,3.2174291769172287e-08,1.943094078404833e-11,4294.5764574266595,0.8775668688293933,solve,anchor,300,0.3,0.0
9,1.2013895549688057e-07,1.2013895549688057e-07,7.255549618357021e-11,4294.57488845084,0.8775668616186758,solve,anchor,300,0.3,0.0
0,0.25445612808243273,0.25445612808243273,0.0003966586820920942,3073.1858323882443,0.9195518546900018,solve,anchor,400,0.4,0.0
1,3.353273934195944e-05,3.353273934195944e-05,5.1287435908131615e-08,3072.4107160472613,0.9195499612976489,solve,anchor,400,0.4,0.0
2,8.754250034194223e-08,8.754250034194223e-08,7.098301671525243e-11,3072.4094715881024,0.9195499526039503,solve,anchor,400,0.4,0.0
3,4.934190787765277e-08,4.934190787765277e-08,4.001124415544744e-11,3072.4094727485467,0.9195499526122309,solve,anchor,400,0.4,0.0
4,3.612925749815767e-08,3.612925749815767e-08,2.929350003552957e-11,3072.410624460902,0.9195499610899954,solve,anchor,400,0.4,0.0
5,8.076603790988562e-08,8.076603790988562e-08,6.548783610096865e-11,3072.409470811528,0.9195499526031372,solve,anchor,400,0.4,0.0
6,3.3861492846423824e-08,3.3861492846423824e-08,2.7454935577886285e-11,3072.4094692764493,0.9195499526047761,solve,anchor,400,0.4,0.0
7,7.064240164208629e-08,7.064240164208629e-08,5.728368106658857e-11,3072.409471638319,0.9195499526155739,solve,anchor,400,0.4,0.0
8,1.17511271880919e-08,1.17511271880919e-08,9.530661574730101e-12,3072.4094724048664,0.919549952609878,solve,anchor,400,0.4,0.0
9,1.199813532909833e-07,1.199813532909833e-07,9.728543074242676e-11,3072.4094700423148,0.9195499526101117,solve,anchor,400,0.4,0.0
0,0.2597567693047415,0.2597567693047415,0.0004080391116080993,2399.948067764086,0.9415943535070663,solve,anchor,500,0.5,0.0
1,3.545849793888901e-05,3.545849793888901e-05,5.40157523417334e-08,2399.3323971810646,0.9415925063228335,solve,anchor,500,0.5,0.0
2,6.004433812245338e-08,6.004433812245338e-08,6.12645617180843e-11,2399.3323189511834,0.9415925061203408,solve,anchor,500,0.5,0.0
3,1.8092906661333595e-08,1.8092906661333595e-08,1.8458527614671877e-11,2399.3323158409485,0.9415925060786055,solve,anchor,500,0.5,0.0
4,4.217147486210367e-08,4.217147486210367e-08,4.302660369267936e-11,2399.3313992713915,0.9415924961715824,solve,anchor,500,0.5,0.0
5,2.2902677827782545e-08,2.2902677827782545e-08,2.3368922027226437e-11,2399.3323168734123,0.9415925061013724,solve,anchor,500,0.5,0.0
6,5.358121528836118e-08,5.358121528836118e-08,5.4669205764146584e-11,2399.3323233573865,0.9415925061564945,solve,anchor,500,0.5,0.0
7,3.19380400127615e-09,3.19380400127615e-09,3.2599682569821997e-12,2399.333226667476,0.9415925159317736,solve,anchor,500,0.5,0.0
8,6.7532962480437256e-09,6.7532962480437256e-09,6.89228866243744e-12,2399.3323164200096,0.9415925060924667,solve,anchor,500,0.5,0.0
9,1.5236675889401858e-08,1.5236675889401858e-08,1.55451306202403e-11,2399.333228888818,0.9415925159541932,solve,anchor,500,0.5,0.0
0,3.513613661042118e-08,3.513613661042118e-08,4.331793049851846e-11,1971.557806710912,0.9544833082296448,solve,anchor,600,0.6,0.0
