run,branch,point,ty,type,label,is_user_point,W_a0,scaled_l2_norm,Z_scaled,U_scaled,P_log_ratio_over_10,M_log_ratio,z_m,u_m_s,m_kg
pmass-wA0-plus,1,77,0,regular,0,False,1.5937411033,0.85176426629,0.73651376604,-0.36825688302,0.21779969208,2.1779969208,9691.678908864937,1.5416054556753225,9.536917684986842e-09
pmass-wA0-plus,1,78,0,regular,0,False,1.6047207905,0.86831079003,0.75136787156,-0.37568393578,0.21970782889,2.1970782889000002,9693.164319416936,1.5341784029153225,9.720642406938654e-09
pmass-wA0-plus,1,79,0,regular,0,False,1.6155617894,0.8849474349,0.76630630581,-0.38315315291,0.22158580645,2.2158580645,9694.658162841935,1.5267091857853223,9.904918808916377e-09
pmass-wA0-plus,1,80,4,UZ/NPR,13,True,1.6262648773,0.9016721674,0.78132703855,-0.39066351928,0.22343404172,2.2343404172,9696.160236115937,1.5191988194153225,1.0089687229697512e-08
pmass-wA0-plus,1,81,0,regular,0,False,1.6368309083,0.91848295516,0.7964280485,-0.39821402425,0.22525295416,2.2525295416,9697.670337110936,1.5116483144453223,1.027488902910888e-08
pmass-wA0-plus,1,82,0,regular,0,False,1.6472608091,0.9353777708,0.81160732673,-0.40580366336,0.22704296535,2.2704296535,9699.188264933937,1.5040586753353224,1.0460466667624709e-08
pmass-wA0-plus,1,83,0,regular,0,False,1.657555575,0.95235459582,0.82686287985,-0.41343143993,0.22880449859,2.2880449859,9700.713820245935,1.4964308987653223,1.0646363777764111e-08
pmass-wA0-plus,1,84,0,regular,0,False,1.6677162659,0.96941142369,0.84219273274,-0.42109636637,0.23053797851,2.3053797851,9702.246805534936,1.4887659723253224,1.0832525230062787e-08
pmass-wA0-plus,1,85,0,regular,0,False,1.6777440016,0.98654626372,0.85759493172,-0.42879746586,0.23224383055,2.3224383055,9703.787025432935,1.4810648728353224,1.1018897178131444e-08
pmass-wA0-plus,1,86,0,regular,0,False,1.6876399581,1.0037571433,0.87306754645,-0.43653377322,0.23392248064,2.3392248064000003,9705.334286905936,1.4733285654753225,1.1205427117914094e-08
pmass-wA0-plus,1,87,0,regular,0,False,1.6974053635,1.0210421111,0.88860867251,-0.44430433625,0.23557435474,2.3557435474,9706.888399511936,1.4655580024453223,1.1392063924879392e-08
pmass-wA0-plus,1,88,0,regular,0,False,1.7070414935,1.0383992394,0.90421643342,-0.45210821671,0.2371998784,2.371998784,9708.449175602937,1.4577541219853223,1.1578757885723684e-08
pmass-wA0-plus,1,89,0,regular,0,False,1.7165496682,1.0558266261,0.91988898216,-0.45994449108,0.23879947642,2.3879947642,9710.016430476935,1.4499178476153225,1.1765460734161745e-08
pmass-wA0-plus,1,90,4,UZ/NPR,14,True,1.7259312472,1.0733223971,0.9356245032,-0.4678122516,0.24037357237,2.4037357237,9711.589982580936,1.4420500870953223,1.1952125663352624e-08
pmass-wA0-plus,1,91,0,regular,0,False,1.7351876267,1.0908847077,0.95142121343,-0.47571060672,0.24192258829,2.4192258828999997,9713.169653603936,1.4341517319753225,1.2138707351922046e-08
pmass-wA0-plus,1,92,0,regular,0,False,1.7443202352,1.1085117446,0.96727736383,-0.48363868191,0.24344694423,2.4344694422999997,9714.755268643936,1.4262236567853224,1.2325161963993893e-08
pmass-wA0-plus,1,93,0,regular,0,False,1.7533305305,1.1262017267,0.98319123998,-0.49159561999,0.244947058,2.44947058,9716.346656258936,1.4182667187053224,1.2511447167420281e-08
pmass-wA0-plus,1,94,0,regular,0,False,1.7622199956,1.1439529067,0.99916116338,-0.49958058169,0.24642334475,2.4642334475,9717.943648598935,1.4102817570053223,1.2697522124701797e-08
pmass-wA0-plus,1,95,0,regular,0,False,1.770990136,1.1617635721,1.0151854919,-0.50759274595,0.24787621668,2.4787621668,9719.546081450935,1.4022695927453224,1.2883347493051129e-08
pmass-wA0-plus,1,96,0,regular,0,False,1.7796424762,1.1796320456,1.0312626203,-0.51563131016,0.24930608275,2.4930608275,9721.153794290936,1.3942310285353225,1.3068885418336901e-08
pmass-wA0-plus,1,97,0,regular,0,False,1.7881785568,1.197556686,1.0473909807,-0.52369549035,0.25071334841,2.5071334840999997,9722.766630330936,1.3861668483453224,1.3254099525603547e-08
pmass-wA0-plus,1,98,0,regular,0,False,1.7965999315,1.2155358889,1.0635690428,-0.53178452142,0.25209841527,2.5209841526999996,9724.384436540937,1.3780778172753223,1.3438954895731931e-08
pmass-wA0-plus,1,99,0,regular,0,False,1.8049081644,1.2335680866,1.0797953142,-0.53989765709,0.25346168094,2.5346168094,9726.007063680936,1.3699646816053224,1.362341805886657e-08
pmass-wA0-plus,1,100,4,UZ/NPR,15,True,1.8131048276,1.251651749,1.09606834,-0.54803416999,0.25480353873,2.5480353873,9727.634366260936,1.3618281687053224,1.3807456964078462e-08
pmass-wA0-plus,1,101,0,regular,0,False,1.8211914983,1.2697853828,1.1123867032,-0.55619335158,0.25612437752,2.5612437752,9729.266202580937,1.3536689871153222,1.3991040966912616e-08
pmass-wA0-plus,1,102,0,regular,0,False,1.8291697572,1.2879675324,1.1287490242,-0.56437451208,0.25742458151,2.5742458151,9730.902434680936,1.3454878266153223,1.4174140795990641e-08
pmass-wA0-plus,1,103,0,regular,0,False,1.8370411854,1.3061967792,1.1451539607,-0.57257698036,0.25870453008,2.5870453008,9732.542928330937,1.3372853583353224,1.4356728530241412e-08
pmass-wA0-plus,1,104,0,regular,0,False,1.8448073633,1.3244717417,1.1616002075,-0.58080010374,0.25996459763,2.5996459763,9734.187553010936,1.3290622349553223,1.4538777569365461e-08
pmass-wA0-plus,1,105,0,regular,0,False,1.8524698678,1.3427910751,1.1780864957,-0.58904324786,0.26120515344,2.6120515344,9735.836181830937,1.3208190908353226,1.4720262603263949e-08
pmass-wA0-plus,1,106,0,regular,0,False,1.8600302716,1.3611534711,1.1946115927,-0.59730579634,0.26242656157,2.6242656156999997,9737.488691530936,1.3125565423553223,1.490115958376858e-08
pmass-wA0-plus,1,107,0,regular,0,False,1.8674901406,1.3795576573,1.2111743012,-0.60558715061,0.26362918074,2.6362918074,9739.144962380937,1.3042751880853225,1.508144569023152e-08
pmass-wA0-plus,1,108,0,regular,0,False,1.8748510326,1.398002397,1.2277734592,-0.61388672962,0.26481336424,2.6481336424000004,9740.804878180936,1.2959756090753225,1.5261099296454668e-08
pmass-wA0-plus,1,109,0,regular,0,False,1.8821144963,1.4164864882,1.244407939,-0.62220396948,0.26597945991,2.6597945991,9742.468326160935,1.2876583692153223,1.544009994561465e-08
pmass-wA0-plus,1,110,4,UZ/NPR,16,True,1.8892820695,1.4350087639,1.2610766466,-0.63053832329,0.26712780992,2.6712780992000003,9744.135196920935,1.2793240154053223,1.5618428291988717e-08
pmass-wA0-plus,1,111,0,regular,0,False,1.8963552786,1.4535680905,1.2777785211,-0.63888926055,0.26825875098,2.6825875098000003,9745.805384370937,1.2709730781453223,1.5796066106601263e-08
pmass-wA0-plus,1,112,0,regular,0,False,1.9033356364,1.4721633679,1.2945125342,-0.64725626711,0.26937261407,2.6937261407,9747.478785680936,1.2626060715853225,1.5972996206883038e-08
pmass-wA0-plus,1,113,0,regular,0,False,1.9102246424,1.4907935285,1.3112776892,-0.65563884458,0.27046972454,2.7046972454000002,9749.155301180936,1.2542234941153225,1.614920244174676e-08
pmass-wA0-plus,1,114,0,regular,0,False,1.9170237809,1.5094575365,1.3280730202,-0.6640365101,0.27155040207,2.7155040206999996,9750.834834280937,1.2458258285953225,1.63246696534953e-08
pmass-wA0-plus,1,115,0,regular,0,False,1.923734521,1.5281543876,1.3448975918,-0.67244879591,0.27261496067,2.7261496067,9752.517291440936,1.2374135427853226,1.649938364461902e-08
pmass-wA0-plus,1,116,0,regular,0,False,1.9303583151,1.5468831077,1.361750498,-0.68087524901,0.27366370867,2.7366370867,9754.202582060936,1.2289870896853223,1.6673331141721962e-08
pmass-wA0-plus,1,117,0,regular,0,False,1.9368965988,1.5656427527,1.3786308616,-0.68931543078,0.27469694873,2.7469694873,9755.890618420935,1.2205469079153224,1.6846499761591474e-08
pmass-wA0-plus,1,118,0,regular,0,False,1.9433507903,1.5844324074,1.3955378331,-0.69776891656,0.27571497792,2.7571497791999997,9757.581315570937,1.2120934221353226,1.7018877988243096e-08
pmass-wA0-plus,1,119,0,regular,0,False,1.9497222896,1.6032511849,1.4124705907,-0.70623529533,0.27671808768,2.7671808768,9759.274591330935,1.2036270433653224,1.7190455129195417e-08
pmass-wA0-plus,1,120,4,UZ/NPR,17,True,1.9560124784,1.6220982259,1.4294283386,-0.7147141693,0.27770656392,2.7770656392,9760.970366120935,1.1951481693953223,1.736122129474128e-08
pmass-wA0-plus,1,121,0,regular,0,False,1.9622227197,1.6409726981,1.4464103071,-0.72320515355,0.278680687,2.78680687,9762.668562970935,1.1866571851453225,1.7531167356379518e-08
pmass-wA0-plus,1,122,0,regular,0,False,1.968354357,1.6598737951,1.4634157514,-0.73170787568,0.27964073178,2.7964073178,9764.369107400937,1.1781544630153225,1.770028491667028e-08
pmass-wA0-plus,1,123,0,regular,0,False,1.9744087149,1.6788007358,1.4804439507,-0.74022197536,0.2805869678,2.8058696779999996,9766.071927330935,1.1696403633353225,1.7868566302131236e-08
pmass-wA0-plus,1,124,0,regular,0,False,1.9803870983,1.6977527641,1.4974942082,-0.74874710409,0.28151965917,2.8151965917,9767.776953080936,1.1611152346053224,1.8036004505004003e-08
pmass-wA0-plus,1,125,0,regular,0,False,1.9862907921,1.7167291475,1.5145658495,-0.75728292476,0.2824390647,2.8243906470000004,9769.484117210935,1.1525794139353223,1.8202593167013794e-08
pmass-wA0-plus,1,126,0,regular,0,False,1.9921210619,1.735729177,1.5316582226,-0.7658291113,0.28334543802,2.8334543802,9771.193354520936,1.1440332273953224,1.8368326562066246e-08
pmass-wA0-plus,1,127,0,regular,0,False,1.9978791527,1.754752166,1.5487706968,-0.77438534841,0.28423902752,2.8423902752,9772.904601940936,1.1354769902853223,1.8533199546294407e-08
pmass-wA0-plus,1,128,0,regular,0,False,2.0035662903,1.7737974497,1.5659026622,-0.78295133112,0.28512007661,2.8512007661,9774.617798480936,1.1269110075753224,1.8697207566909396e-08
pmass-wA0-plus,1,129,0,regular,0,False,2.0091836799,1.7928643848,1.5830535291,-0.79152676455,0.28598882358,2.8598882357999997,9776.332885170936,1.1183355741453225,1.88603465977791e-08
pmass-wA0-plus,1,130,4,UZ/NPR,18,True,2.0147325071,1.8119523483,1.6002227271,-0.80011136355,0.28684550182,2.8684550182,9778.049804970937,1.1097509751453223,1.9022613141766743e-08
pmass-wA0-plus,1,131,0,regular,0,False,2.0202139375,1.831060737,1.6174097047,-0.80870485235,0.28769033989,2.8769033988999997,9779.768502730936,1.1011574863453224,1.9184004206132578e-08
pmass-wA0-plus,1,132,0,regular,0,False,2.025629117,1.8501889674,1.6346139287,-0.81730696433,0.28852356152,2.8852356152,9781.488925130936,1.0925553743653222,1.9344517264795136e-08
pmass-wA0-plus,1,133,0,regular,0,False,2.0309791719,1.8693364744,1.6518348833,-0.82591744165,0.28934538579,2.8934538579,9783.211020590936,1.0839448970453223,1.950415025546148e-08
pmass-wA0-plus,1,134,0,regular,0,False,2.0362652085,1.8885027108,1.66907207,-0.83453603501,0.29015602709,2.9015602709,9784.934739260936,1.0753263036853224,1.9662901535017876e-08
pmass-wA0-plus,1,135,0,regular,0,False,2.0414883141,1.9076871472,1.6863250067,-0.84316250333,0.29095569535,2.9095569535,9786.660032930937,1.0666998353653225,1.982076988787816e-08
pmass-wA0-plus,1,136,0,regular,0,False,2.0466495566,1.9268892711,1.703593227,-0.85179661349,0.29174459599,2.9174459599,9788.386854960936,1.0580657252053225,1.997775448042511e-08
pmass-wA0-plus,1,137,0,regular,0,False,2.0517499849,1.9461085861,1.7208762801,-0.86043814006,0.29252293011,2.9252293011000003,9790.115160270936,1.0494241986353225,2.013385486317511e-08
pmass-wA0-plus,1,138,0,regular,0,False,2.0567906289,1.965344612,1.7381737301,-0.86908686504,0.29329089446,2.9329089446000003,9791.844905270937,1.0407754736553225,2.02890709299879e-08
pmass-wA0-plus,1,139,0,regular,0,False,2.0617724995,1.9845968836,1.7554851553,-0.87774257764,0.29404868161,2.9404868161,9793.576047790935,1.0321197610553225,2.0443402917804676e-08
pmass-wA0-plus,1,140,4,UZ/NPR,19,True,2.06669659,2.0038649506,1.7728101479,-0.88640507395,0.29479648005,2.9479648005,9795.308547050936,1.0234572647453224,2.059685139348818e-08
pmass-wA0-plus,1,141,0,regular,0,False,2.0715638745,2.0231483772,1.7901483136,-0.89507415678,0.29553447415,2.9553447415000003,9797.042363620936,1.0147881819153224,2.0749417212490543e-08
pmass-wA0-plus,1,142,0,regular,0,False,2.0763753097,2.0424467412,1.8074992708,-0.90374963542,0.29626284442,2.9626284442,9798.777459340936,1.0061127032753223,2.0901101539836976e-08
