uses_p_mass_coordinate,p_to_m_conversion,plus_points,plus_control_min,plus_control_max,plus_reached_1p2,plus_nontrivial_points,plus_altitude_span_m,minus_points,minus_control_min,minus_control_max,task017_nontrivial_points,task021_nontrivial_points,python_probe_min,python_probe_max,python_probe_all_stable,max_probe_z_abs_error_m,max_probe_u_abs_error_m_s,max_probe_relative_m_error,gate_passes_for_task020,verdict
True,M_log_ratio=10*P_log_ratio_over_10; m=m_seed*exp(M_log_ratio),257,0.6,2.4072399078,True,256,382.2730204899999,21,0.41944854656,0.6,0,0,0.1,1.2,True,3.2124911740538664e-05,1.6062406116290617e-07,2.7220712469332904e-06,True,restricted W_a0 gate passes after P=M/10 arclength scaling; use this formulation for H_a3
