z_m,u_m_s,m_kg,Z_scaled,U_scaled,P_log_ratio_over_10,M_log_ratio,raw_restricted_residual_norm,scaled_restricted_residual_norm,python_probe_seed_stable_eigenvalue_count
9618.027532260936,1.9098623386953224,1.0802293920592052e-09,0.0,0.0,0.0,0.0,2.026349867293682e-13,2.7263261247234583e-10,4
