method,t_h,x_m,z_m,u_m_s,w_m_s,m_kg,a,c,C_D,Re,S_i,η,R,driving_factor,m_dot
BDF,491.5,3357542.9498469336,9618.029259293182,1.9098537035490344,4.882456060997391e-08,1.0802291552500695e-09,5.3687594444696764e-05,0.00010737518888939353,9.83041561120533,2.449185142300436,1.0022048030720776,1.0236058518586364,0.0022047054593217915,9.761275580758358e-08,1.6937223439195395e-19
BDF,491.6666666666667,3358688.862034307,9618.029279338556,1.9098536033126934,1.791041613129453e-08,1.0802292575145805e-09,5.368759618942918e-05,0.00010737519237885836,9.830414933218142,2.449185339957555,1.002204804576698,1.0236058558677112,0.0022047059091542787,9.86675437486019e-08,1.7120245251468913e-19
BDF,491.8333333333333,3359834.7741894345,9618.029280838073,1.9098535958056804,-1.2931134629073216e-08,1.0802293603310513e-09,5.368759794357846e-05,0.00010737519588715693,9.830414236342923,2.449185543121232,1.002204804689644,1.0236058561676147,0.002204706013315098,9.86763288041842e-08,1.712177048925088e-19
BDF,492.0,3360980.686367648,9618.029263935607,1.9098536803086974,-4.337726074157322e-08,1.080229462616318e-09,5.3687599688664764e-05,0.00010737519937732953,9.8304135280511,2.4491857496132856,1.002204803420605,1.0236058527871215,0.0022047057736864733,9.764691855486743e-08,1.6943153842348825e-19
BDF,492.1666666666667,3362126.5986236804,9618.029228963987,1.9098538551576965,-7.311123505634273e-08,1.080229563299593e-09,5.3687601406419425e-05,0.00010737520281283885,9.830412815884769,2.4491859572349304,1.0022048007952429,1.0236058457927975,0.002204705195685871,9.559955700720948e-08,1.6587907899073452e-19
BDF,492.3333333333333,3363272.5110110296,9618.029176442242,1.9098541177576438,-1.0182617600838955e-07,1.080229661334982e-09,5.368760307899847e-05,0.00010737520615799695,9.830412107369101,2.4491861637923122,1.002204796852025,1.0236058352884485,0.00220470428822384,9.256380106414247e-08,1.606116117036706e-19
BDF,492.5,3364418.4235813604,9618.02910706995,1.9098544646107172,-1.2922855156985808e-07,1.0802297557133946e-09,5.3687604689185845e-05,0.00010737520937837169,9.830411409926795,2.449186367121452,1.0022047916429664,1.02360582141399,0.002204703063607373,8.857935901310579e-08,1.5369803581290535e-19
BDF,492.6666666666667,3365564.336383966,9618.029021718456,1.9098548913602922,-1.550412148359023e-07,1.0802298454730215e-09,5.368760622057217e-05,0.00010737521244114434,9.83041073079965,2.449186565111105,1.0022047852350253,1.023605804343691,0.002204701537383831,8.36976414885296e-08,1.4522755587117837e-19
BDF,492.8333333333333,3366710.249465276,9618.02892141996,1.9098553928454354,-1.7900610116244713e-07,1.0802299297088159e-09,5.368760765771647e-05,0.00010737521531543294,9.830410076975362,2.449186755724108,1.0022047777045497,1.023605784283992,0.002204699728144355,7.797640538776893e-08,1.3530038816492091e-19
BDF,493.0,3367856.162868399,9618.028807355164,1.909855963162712,-2.0088661576822955e-07,1.0802300075809768e-09,5.368760898629095e-05,0.0001073752179725819,9.830409455119792,2.4491869370171218,1.0022047691404874,1.0236057614710328,0.002204697657299511,7.14831878837266e-08,1.2403371923611616e-19
BDF,493.1666666666667,3369002.0766326976,9618.028680839609,1.9098565957345148,-2.2047013513781867e-07,1.0802300783239431e-09,5.3687610193234404e-05,0.00010737522038646881,9.830408871505027,2.449187107161605,1.0022047596415085,1.0236057361679218,0.0022046953488311784,6.429267727968771e-08,1.115571439434691e-19
BDF,493.3333333333333,3370147.990793403,9618.028543308676,1.9098572833839476,-2.375701291104425e-07,1.080230141254044e-09,5.3687611266882776e-05,0.00010737522253376555,9.83040833194489,2.4491872644626174,1.0022047493160693,1.0236057086617352,0.002204692829018163,5.648705112470606e-08,9.801325214832368e-20
BDF,493.5,3371293.9053827445,9618.0283963779,1.9098580180333922,-2.520201805059156e-07,1.0802301957469427e-09,5.368761219658429e-05,0.00010737522439316858,9.830407841997209,2.449187407299847,1.0022047382848112,1.02360567927558,0.0022046901275451195,4.815726603905543e-08,8.355986675150133e-20
BDF,493.6666666666667,3372439.8204248236,9618.028241648639,1.9098587916761194,-2.637008622422362e-07,1.0802302413372821e-09,5.368761297439951e-05,0.00010737522594879903,9.830407406135649,2.449187534369057,1.0022047266673022,1.0236056483297278,0.0022046872739498705,3.939335233319949e-08,6.83532034514145e-20
BDF,493.8333333333333,3373585.735941668,9618.028080894685,1.9098595954432016,-2.725085511576167e-07,1.0802302776007694e-09,5.368761359308961e-05,0.00010737522718617922,9.830407028677886,2.449187644411485,1.002204714598206,1.023605616178937,0.002204684301018515,3.0297187521809155e-08,5.257003463935541e-20
BDF,494.0,3374731.651947461,9618.027915772629,1.9098604210516892,-2.7838334813905386e-07,1.0802303042667922e-09,5.3687614048037694e-05,0.00010737522809607539,9.830406712814254,2.44918773649703,1.0022047022009979,1.0236055831545259,0.002204681239463883,2.0961534004642485e-08,3.637131672320019e-20
BDF,494.1666666666667,3375877.568452202,9618.027748022312,1.9098612598023799,-2.8129079000797186e-07,1.0802303211472394e-09,5.368761433603441e-05,0.00010737522867206882,9.830406461248002,2.4491878098375937,1.0022046896063976,1.0236055496044625,0.0022046781216134856,1.1484784150604666e-08,1.992777498161673e-20
