horizon_h,max_abs_z_diff_m,max_abs_w_diff_m_s,late_max_abs_z_diff_m,late_max_abs_w_diff_m_s
200.0,0.006489932731710724,7.340564032860125e-06,0.001637099267099984,2.9963303624262543e-07
500.0,0.006489932731710724,7.340564032860125e-06,4.3517038648133166e-05,7.942543706131892e-09
